Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
46	0	-3722.894	-3720.874	-2.019379	0.6101179	0.2048952	0.117426	0.0574063	0.122218	0.0924769	0.107459	0.143301	0.297722	0.481051	0.0970843	0.0738948	0.0713308	0.0394314	0.1139	0.0697104	0.1503	0.20332	0.0199858	0.441401	0.1255462	-0.3071634	0.00968432	0.582023	0.00603648	0.00745528	0.390696	0.00410558	0.3995539	0.000626461	0.0366464	0.396313	3.56641	0.292422	0.307784	0.116746	0.283048	0.0923905	4.324621
47	1	-3721.882	-3715.051	-6.83107	0.4819016	0.1828595	0.423179	0.181966	0.0207905	0.114021	0.467765	0.190963	0.272525	0.618941	0.10485	0.393813	0.0249742	0.0822609	0.16198	0.257484	0.0746363	0.30973	0.175927	0.293819	0.1770885	0.09145637	0.0118158	0.513834	0.00783271	0.00670984	0.459501	0.000306259	0.02314747	0.000278039	0.0245091	0.337468	3.63774	0.288622	0.310951	0.132535	0.267892	0.1146038	0.2019781
48	0	-3718.525	-3710.573	-7.951937	0.6381114	0.1859499	0.0776167	0.101035	0.109342	0.123981	0.133594	0.600207	0.379811	0.498493	0.118872	0.0511322	0.364126	0.160307	0.0220994	0.0653864	0.269125	0.39448	0.0827011	0.506428	0.2416392	0.05644331	0.012929	0.548685	0.00572668	0.00829601	0.415729	0.00863463	0.1109975	0.000315238	0.0260835	0.346007	3.62759	0.291107	0.3064	0.116722	0.285772	0.1674409	0.662906
49	1	-3721.404	-3709.057	-12.34706	0.5496325	0.1918948	0.666823	0.187617	0.140232	0.565965	0.449185	0.237774	0.387142	0.597908	0.0491225	0.592284	0.156338	0.0693598	0.0717851	0.0868291	0.0309868	0.0254956	0.288102	0.672628	0.2808302	0.0764039	0.0109736	0.474405	0.011538	0.00532338	0.497561	0.000199218	0.08234239	0.000396814	0.0292344	0.362175	3.60819	0.313505	0.296931	0.139675	0.24989	0.1587463	0.5187044
50	0	-3715.749	-3709.899	-5.849618	0.6728116	0.185281	0.18787	0.0942033	0.106754	0.0832022	0.158471	0.470231	0.269199	0.546855	0.208262	0.0605883	0.128429	0.0540686	0.0757214	0.0444589	0.107596	0.096952	0.374071	0.635881	0.2039798	-0.1031206	0.0132175	0.518269	0.00533582	0.0125605	0.440692	0.00992592	0.1922226	0.000306895	0.025739	0.344166	3.62979	0.318598	0.287647	0.125473	0.268281	0.089102	2.157332
51	1	-3712.011	-3711.253	-0.7572069	0.5380727	0.2043027	0.110201	0.141222	0.0257038	0.112977	0.404786	0.182672	0.311908	0.135558	0.0350441	0.52753	0.0871206	0.00171553	0.246725	0.0925366	0.0546334	0.0661076	0.155232	0.347848	0.1618261	0.07927038	0.0128888	0.514086	0.00653431	0.00733625	0.458747	0.000407957	0.04934736	0.000614336	0.036294	0.394794	3.5683	0.328047	0.281903	0.136014	0.254036	0.1286177	0.3836746
52	0	-3720.152	-3710.767	-9.38514	0.420011	0.2062133	0.112385	0.435722	0.334722	0.158476	0.188041	0.393437	0.262488	0.41922	0.104615	0.107854	0.401689	0.345532	0.0675182	0.0820009	0.312478	0.0631983	0.143035	0.1755	0.2167699	-0.1684957	0.0089474	0.499338	0.00684651	0.0117904	0.46376	0.00931731	0.3126593	0.000654035	0.0374351	0.399679	3.56223	0.312628	0.316278	0.123678	0.247416	0.1441637	2.16878
53	1	-3720.674	-3710.768	-9.906525	0.3685602	0.1971961	0.116337	0.211955	0.0496184	0.128797	0.475229	0.138903	0.267861	0.172797	0.101812	0.577039	0.0316777	0.139768	0.789894	0.168038	0.268176	0.227369	0.301248	0.305364	0.2882335	0.08621151	0.0146628	0.622561	0.00847553	0.00834605	0.344618	0.00133625	0.090575	0.000481524	0.0321737	0.3763	3.59104	0.287848	0.297345	0.131334	0.283473	0.1767865	0.5123412
54	0	-3729.243	-3719.728	-9.51465	0.4940407	0.169795	0.542442	0.0989422	0.12975	0.146866	0.187601	0.290321	0.13592	0.538841	0.54866	0.150853	0.178904	0.337007	0.0454752	0.0630175	0.484442	0.449983	0.500797	0.0860799	0.2299538	0.05312673	0.0095228	0.592232	0.00611744	0.0117797	0.369537	0.010812	0.02055119	0.000155447	0.0183648	0.30042	3.68106	0.280263	0.307496	0.135588	0.276654	0.07367793	0.2789328
55	1	-3716.546	-3713.051	-3.494602	0.3910459	0.1788072	0.271547	0.169382	0.0283607	0.110696	0.480113	0.189123	0.347043	0.13976	0.0306008	0.27867	0.0992484	0.074184	0.200447	0.148269	0.151009	0.187044	0.219649	0.268345	0.2135919	0.05619756	0.0169281	0.536154	0.00984818	0.00556875	0.429622	0.00187854	0.07154779	0.00023428	0.0225131	0.326137	3.65112	0.27544	0.305023	0.145036	0.274501	0.1277453	0.5600814
56	0	-3718.891	-3713.926	-4.964568	0.5045968	0.1732941	0.130118	0.0662794	0.0853358	0.0968113	0.113799	0.35665	0.145448	0.547046	0.110243	0.0919498	0.459062	0.369944	0.0491019	0.0380403	0.419866	0.406216	0.163492	0.141299	0.2648436	0.03792208	0.0087113	0.597631	0.00684213	0.0118767	0.366643	0.00829602	0.007215619	0.000183214	0.0199267	0.310487	3.6694	0.287114	0.293508	0.127635	0.291744	0.0451377	0.1598579
57	1	-3721.262	-3709.026	-12.23625	0.2751957	0.1906859	0.252628	0.248363	0.0585326	0.142656	0.823086	0.27577	0.398761	0.0665519	0.073237	0.563939	0.0049425	0.554553	0.405847	0.26585	0.264689	0.0573116	0.626213	0.342296	0.3417166	0.03308844	0.0135641	0.493118	0.00830758	0.00378956	0.479715	0.00150523	0.03131497	0.000379112	0.0285809	0.358915	3.61213	0.291057	0.32513	0.119782	0.264031	0.06440341	0.4862316
58	0	-3722.077	-3708.455	-13.6223	0.5533068	0.1742636	0.714447	0.365588	0.40249	0.206427	0.311216	0.480959	0.33078	0.657675	0.998328	0.0569037	0.261331	0.0403605	0.589177	0.0507647	0.0678722	0.108188	0.0177612	0.231709	0.2450004	-0.02572328	0.0102076	0.574771	0.00532103	0.00989706	0.390031	0.00977201	0.07026598	0.000191526	0.0203705	0.313259	3.66618	0.303037	0.294709	0.125429	0.276825	0.0445427	1.577497
59	1	-3714.75	-3708.165	-6.584937	0.5190701	0.1960024	0.215422	0.192572	0.164616	0.310127	0.342668	0.278945	0.30189	0.0801291	0.033982	0.454497	0.0232686	0.328654	0.208171	0.0419167	0.0999237	0.139873	0.339818	0.437905	0.2091931	0.0485576	0.0134078	0.50289	0.00522205	0.00366969	0.474188	0.00062226	0.08679099	0.000461417	0.0315015	0.373144	3.59489	0.302965	0.308682	0.124618	0.263735	0.1353486	0.6412405
60	0	-3714.88	-3705.762	-9.118326	0.3995764	0.1755962	0.162755	0.0584058	0.0477202	0.143276	0.158517	0.758142	0.568727	0.813443	0.249945	0.088102	0.263043	0.0966939	0.0937394	0.0941856	0.537537	0.302054	0.0276257	0.244838	0.2198263	-0.08962669	0.00954696	0.56292	0.00754208	0.009693	0.39782	0.0124778	0.121274	0.000203406	0.0209883	0.317055	3.66175	0.301656	0.300241	0.12299	0.275113	0.0316473	3.832049
61	1	-3715.092	-3707.03	-8.062015	0.4238153	0.1862633	0.251707	0.165663	0.181914	0.199441	0.402532	0.171272	0.157027	0.121498	0.0225179	0.500202	0.651891	0.137863	0.0864888	0.0622327	0.52395	0.0700095	0.200645	0.382928	0.2229654	0.003522996	0.0116481	0.542207	0.00525344	0.00337739	0.436418	0.00109611	0.1141264	0.000319202	0.0262456	0.346867	3.62657	0.294783	0.307223	0.128662	0.269332	0.1176494	0.9700551
62	0	-3724.685	-3704.761	-19.92399	0.3831845	0.1772738	0.461264	0.144638	0.0703607	0.203155	0.621757	0.963535	0.30062	0.900093	0.556329	0.070186	0.063464	0.123539	0.026408	0.0778688	0.528003	0.127556	1.28739	1.14667	0.3866744	0.06392821	0.00905225	0.53375	0.00902795	0.00867778	0.42766	0.0118312	0.08375658	0.000219133	0.0217786	0.321811	3.65619	0.309332	0.29303	0.128647	0.268992	0.1476848	0.5671307
63	1	-3717.359	-3709.973	-7.385714	0.4795092	0.1672251	0.258468	0.171393	0.0534952	0.297506	0.274159	0.180982	0.173303	0.241886	0.0160117	0.691549	0.127378	0.145091	0.137785	0.0629012	0.178809	0.118859	0.266374	0.428623	0.1942484	-0.1078201	0.0139274	0.522533	0.00598399	0.00335325	0.453093	0.00110963	0.2473874	0.000137168	0.0172582	0.292964	3.68964	0.286107	0.306732	0.1426	0.264561	0.1395672	1.772532
64	0	-3716.045	-3708.73	-7.314737	0.5469733	0.2066157	0.504485	0.175762	0.139794	0.176446	0.334349	0.520443	0.295947	0.417245	0.446873	0.0367853	0.138497	0.262615	0.0175409	0.0666403	0.0273923	0.0909048	0.172192	0.48837	0.2021772	0.06538144	0.0115995	0.514154	0.00922119	0.00442966	0.455226	0.00536968	0.04146899	0.000662619	0.0376772	0.400703	3.56096	0.303739	0.287743	0.129636	0.278882	0.1068504	0.3881032
65	1	-3727.039	-3714.274	-12.76484	0.7645698	0.2082958	0.287845	0.130066	0.00981894	0.0891022	0.377458	0.137885	0.22539	0.0707992	0.0277407	0.448352	0.215051	0.111357	0.0625905	0.0807292	0.041825	0.622969	0.487227	0.702274	0.3354009	-0.3448119	0.0123342	0.575207	0.00529946	0.00532467	0.401262	0.000573056	0.4238207	0.000699312	0.0386942	0.40496	3.55565	0.291355	0.299799	0.139431	0.269414	0.07900878	5.364222
66	0	-3728.071	-3716.37	-11.7011	0.5498394	0.1933263	0.238754	0.0260003	0.0237584	0.106751	0.680285	0.78281	0.461494	0.323886	0.0807667	0.0601786	0.185838	0.184071	0.340884	0.156667	0.0955539	0.0332762	0.0313714	0.762571	0.138562	0.0574212	0.0126795	0.492222	0.00767889	0.00886613	0.463745	0.0148089	0.05034751	0.000418536	0.0300163	0.366017	3.60355	0.301814	0.301368	0.133523	0.263294	0.1077687	0.4671811
67	1	-3713.943	-3708.75	-5.193607	0.7448618	0.2092835	0.479047	0.103576	0.0633113	0.278581	0.429514	0.244307	0.330042	0.1462	0.0516071	0.331818	0.156054	0.156652	0.0339538	0.0286989	0.0500844	0.142795	0.101318	0.530596	0.1951144	-0.1203165	0.012699	0.558769	0.00829339	0.00626595	0.413129	0.000844307	0.1878168	0.000721533	0.0392969	0.40745	3.55253	0.301982	0.293044	0.127348	0.277627	0.06750032	2.782458
68	0	-3711.546	-3706.127	-5.419207	0.5583298	0.1800881	0.265316	0.069962	0.0332664	0.140444	0.309682	0.549062	0.16693	0.57974	0.0968857	0.0563394	0.203309	0.112839	0.0209042	0.0659355	0.122411	0.326023	0.210053	0.393236	0.1755503	-0.02417142	0.00963824	0.528744	0.00814455	0.00724258	0.434023	0.0122077	0.1322755	0.000247518	0.0231355	0.329735	3.64688	0.309198	0.293736	0.126416	0.27065	0.1081041	1.223594
69	1	-3716.636	-3710.289	-6.346678	0.5695	0.1671743	0.167533	0.127975	0.0200097	0.0382808	0.279389	0.118241	0.11635	0.0514057	0.112313	0.596974	0.0944182	0.182665	0.447878	0.234724	0.273036	0.139127	0.353386	0.412048	0.182093	0.07118251	0.010122	0.457716	0.00783644	0.00427426	0.518832	0.00121944	0.1090962	0.000136824	0.0172367	0.292816	3.68981	0.319931	0.304461	0.124632	0.250976	0.1802787	0.6051531
70	0	-3723.358	-3711.193	-12.16454	0.3456235	0.1615329	0.161412	0.0690272	0.0799847	0.202259	0.346033	0.629532	0.392389	0.577727	0.183434	0.0546952	0.287288	0.168428	0.122505	0.235231	0.447722	0.147763	0.00915828	0.644146	0.2583472	-0.004436873	0.0118081	0.585766	0.00393903	0.00800162	0.376961	0.0135242	0.2240799	0.000102505	0.014932	0.276273	3.70869	0.301426	0.317103	0.132089	0.249383	0.219643	1.0202
71	1	-3720.857	-3707.736	-13.12123	0.5876863	0.1794007	0.246936	0.0961643	0.0474229	0.0613867	0.677036	0.134804	0.269481	0.0682257	0.0706465	0.643874	0.322829	0.115257	0.161773	0.0666202	0.785153	0.722027	0.135662	0.841866	0.2247236	0.05975627	0.00950214	0.587699	0.0100618	0.00434816	0.386245	0.00214442	0.07085881	0.000240347	0.0228005	0.327806	3.64915	0.316737	0.301178	0.123388	0.258697	0.1306151	0.542501
72	0	-3719.382	-3711.351	-8.030583	0.4010358	0.184576	0.584807	0.0649405	0.0693755	0.17657	0.154518	0.325951	0.179988	0.529947	0.52476	0.0476873	0.162802	0.0583245	0.246423	0.147131	0.0744378	0.461448	0.03294	0.60534	0.2838516	0.04802329	0.0117014	0.570342	0.00407746	0.00788513	0.390209	0.0157851	0.01972414	0.000298277	0.025378	0.342222	3.6321	0.306766	0.296125	0.123662	0.273447	0.06774744	0.2911423
73	1	-3711.435	-3708.813	-2.622412	0.4330801	0.1797813	0.184004	0.170654	0.0471301	0.0625053	0.448982	0.177938	0.330656	0.10683	0.083474	0.519666	0.0350807	0.182142	0.197868	0.212576	0.109941	0.0391938	0.197089	0.296608	0.1511567	0.05492214	0.0128375	0.523734	0.00838924	0.00169469	0.451096	0.00224877	0.03465609	0.000244298	0.0229857	0.328875	3.6479	0.300967	0.287303	0.150272	0.261458	0.08957823	0.3868807
74	0	-3719.389	-3707.021	-12.3681	0.3310472	0.1901877	0.276545	0.115142	0.0646898	0.292302	0.360862	1.10259	0.86437	0.474295	0.0849012	0.086599	0.395241	0.307114	0.0963383	0.126189	0.273953	0.0847037	0.0199911	0.405506	0.1959194	0.0488025	0.0103711	0.596648	0.00265905	0.00719498	0.373097	0.0100302	0.01222634	0.000371987	0.0283135	0.357567	3.61375	0.291904	0.318374	0.120466	0.269256	0.06102884	0.2003371
75	1	-3717.775	-3714.158	-3.617244	0.4195597	0.1453313	0.208882	0.18894	0.0615032	0.0559526	0.243898	0.214899	0.255219	0.218934	0.055239	0.559934	0.0260534	0.151392	0.153662	0.511697	0.00986036	0.0479357	0.330461	0.298636	0.1541773	0.09277905	0.00984306	0.538474	0.00870295	0.000698307	0.440855	0.00142632	0.00864696	3.94717e-05	0.00928714	0.227702	3.76297	0.298718	0.310612	0.123223	0.267448	0.101426	0.08525387
76	0	-3719.953	-3711.492	-8.460401	0.5534108	0.2098661	0.236278	0.062177	0.0496788	0.15435	0.471702	0.764846	0.440684	0.753262	0.0523044	0.0734571	0.970368	0.125745	0.0828515	0.123318	0.118877	0.0628594	0.03584	0.157461	0.2066501	0.04524881	0.0124629	0.535917	0.00422244	0.00325752	0.441173	0.00296767	0.002092736	0.00073487	0.0396541	0.408913	3.5507	0.317177	0.295723	0.116179	0.270921	0.04734154	0.04420506
77	1	-3717.502	-3708.681	-8.821494	0.5107971	0.1674117	0.476483	0.266433	0.103701	0.304457	0.311225	0.259516	0.256239	0.269551	0.045334	0.797931	0.25012	0.048469	0.123255	0.218087	0.0141223	0.225739	0.231238	0.266578	0.1692444	0.1387176	0.00851129	0.529875	0.0115231	0.00135924	0.446806	0.00192476	0.001804705	0.000138437	0.0173374	0.293507	3.68902	0.298345	0.310224	0.124318	0.267114	0.1405223	0.01284284
78	0	-3722.703	-3715.472	-7.231731	0.5503608	0.1991157	0.25267	0.0914598	0.132769	0.206702	0.426725	0.518402	0.247794	0.593833	0.103756	0.0859173	0.364658	0.398943	0.129158	0.100613	0.275889	0.110312	0.044558	0.267611	0.2676317	0.05941586	0.0174448	0.489104	0.00772899	0.00280146	0.479492	0.00342907	0.003218659	0.000515158	0.0332669	0.381346	3.58487	0.269317	0.313192	0.123042	0.294449	0.06263452	0.05138794
79	1	-3712.787	-3714.321	1.534243	0.6367207	0.217651	0.163674	0.0883545	0.063237	0.277071	0.155479	0.13081	0.103739	0.211431	0.052723	0.35686	0.108174	0.0106631	0.499616	0.0290141	0.230376	0.0408093	0.142222	0.193003	0.1583165	0.0567222	0.00997325	0.559444	0.0106144	0.00274921	0.415725	0.00149392	0.0013145	0.000929791	0.0445384	0.428139	3.52639	0.304106	0.303145	0.126719	0.26603	0.0580367	0.02264946
80	0	-3718.709	-3708.618	-10.09092	0.3358943	0.2147503	0.670607	0.0656769	0.0680851	0.193236	0.333758	0.451546	0.404409	0.649401	0.180477	0.0997046	0.187044	0.163958	0.109132	0.216375	0.301425	0.260163	0.10252	0.247671	0.2269986	0.2675149	0.0154211	0.525868	0.00860414	0.00410045	0.442093	0.00391289	0.003229737	0.000853459	0.0426947	0.421048	3.5354	0.304708	0.295388	0.131661	0.268242	0.2707446	0.01192909
81	1	-3712.572	-3709.228	-3.344337	0.6649417	0.1906991	0.146503	0.0982446	0.0373321	0.27506	0.263953	0.174705	0.181055	0.167397	0.0586277	0.524082	0.00915224	0.030304	0.34173	0.0494185	0.292245	0.0797649	0.384044	0.48444	0.2176076	0.005880074	0.00972791	0.559652	0.0128434	0.00561632	0.410494	0.00166589	0.03048343	0.000379302	0.028588	0.358951	3.61208	0.298444	0.319759	0.125802	0.255995	0.0363635	0.8382974
82	0	-3722.689	-3710.349	-12.34069	0.3145487	0.233261	0.242128	0.0443622	0.0395558	0.18078	0.228114	0.819856	0.422237	0.448797	0.155655	0.0781806	0.0427252	0.100408	0.0851245	0.483717	0.175117	1.57989	0.0911907	0.26852	0.2372601	0.108531	0.0165585	0.564202	0.00504908	0.00355702	0.407239	0.00339432	0.02242392	0.00142123	0.0548967	0.464832	3.47885	0.295031	0.294822	0.130825	0.279323	0.130955	0.1712338
83	1	-3715.883	-3711.327	-4.555241	0.552603	0.1443364	0.195641	0.122508	0.0635743	0.220795	0.184519	0.161613	0.185425	0.126493	0.0464495	0.423598	0.0633636	0.384478	0.286611	0.049917	0.0937087	0.146637	0.157173	0.363389	0.2310489	0.005839262	0.00687906	0.617129	0.00846235	0.00802942	0.357993	0.00150702	0.1500644	3.69654e-05	0.00898865	0.224683	3.76629	0.276099	0.309638	0.133665	0.280598	0.1559037	0.9625457
84	0	-3718.598	-3708.131	-10.46685	0.2895929	0.1886083	0.175575	0.0789515	0.0702952	0.267859	0.320189	0.479996	0.32654	0.50771	0.149048	0.0445763	0.32975	0.0953115	0.525948	0.251607	0.308919	0.287312	0.00806143	0.58554	0.3368799	-0.02640553	0.0115322	0.55414	0.00575773	0.00928534	0.415895	0.003389	0.06611804	0.000350037	0.0274729	0.353279	3.6189	0.332176	0.29472	0.115618	0.257485	0.03971251	1.664917
85	1	-3717.498	-3710.152	-7.345475	0.6666304	0.1969289	0.520221	0.110902	0.108765	0.106827	0.295919	0.198126	0.233378	0.266535	0.0343668	0.48932	0.115514	0.263462	0.0168725	0.0594176	0.149032	0.234518	0.091774	0.857556	0.2722271	-0.10717	0.00828565	0.523696	0.00905937	0.0206096	0.431193	0.00715587	0.1241481	0.00047697	0.0320227	0.375595	3.59191	0.29691	0.305063	0.128352	0.269675	0.01697814	7.312234
86	0	-3716.346	-3708.356	-7.98982	0.4843481	0.1832819	0.161721	0.0872866	0.0377102	0.117751	0.165719	0.421295	0.409629	0.508977	0.203405	0.109664	0.331707	0.0501319	0.132657	0.113057	0.12575	0.28352	0.501287	0.309203	0.3269274	-0.1009077	0.013791	0.510014	0.0102237	0.00420636	0.45841	0.00335498	0.1025804	0.000282922	0.0247216	0.33864	3.63636	0.282109	0.335133	0.124902	0.257857	0.001672656	61.32784
87	1	-3720.439	-3716.118	-4.320947	0.6232941	0.2105028	0.134763	0.0868865	0.150451	0.260158	0.22334	0.193077	0.352928	0.113946	0.0254698	0.618503	0.0813711	0.0266552	0.139373	0.0714909	0.156297	0.179139	0.353639	0.402367	0.2177139	-0.1072286	0.0127436	0.537487	0.00456095	0.0176865	0.417851	0.00967076	0.141264	0.000749637	0.0400458	0.410509	3.5487	0.312908	0.28317	0.138833	0.265089	0.03403538	4.150505
88	0	-3708.515	-3708.935	0.4193119	0.6054623	0.2019495	0.182392	0.214547	0.147011	0.126395	0.130036	0.282172	0.206221	0.435354	0.142692	0.0733562	0.357929	0.0872874	0.0909371	0.073726	0.0970606	0.0746209	0.133982	0.225349	0.1368	0.001798623	0.0124618	0.503406	0.00676356	0.00325769	0.461956	0.0121549	0.004289373	0.00056781	0.0349077	0.388727	3.5758	0.295795	0.308089	0.128001	0.268115	0.006087996	0.7045624
89	1	-3719.562	-3713.255	-6.307176	0.6586524	0.1895521	0.128114	0.127011	0.193931	0.509295	0.277547	0.183764	0.212632	0.144889	0.0280809	0.476553	0.0890764	0.0584632	0.150661	0.0590625	0.0681852	0.196663	0.428379	0.544259	0.2925061	-0.02371561	0.0124468	0.490139	0.00389028	0.0189371	0.469425	0.00516127	0.05456706	0.000363036	0.0279738	0.355844	3.61582	0.291741	0.297717	0.147017	0.263524	0.03085145	1.768703
90	0	-3724.705	-3713.575	-11.12907	0.25664	0.2189148	0.0956103	0.306621	0.170628	0.427098	0.30165	0.542473	0.389771	0.504573	0.129245	0.0492886	0.186138	0.224467	0.207564	0.174678	0.629847	0.0171971	0.105008	0.25423	0.2767426	-0.3381957	0.0214163	0.504647	0.0065897	0.0059384	0.454429	0.00697882	0.3385843	0.000964463	0.0453502	0.431202	3.52248	0.318411	0.294589	0.126985	0.260016	0.0003885901	871.3149
91	1	-3722.497	-3712.057	-10.43974	0.4953317	0.2101202	0.186967	0.190986	0.371195	0.690476	0.659809	0.141694	0.415962	0.195582	0.0326418	0.461011	0.159435	0.0619084	0.292857	0.0749951	0.0924236	0.4071	0.205503	0.22907	0.347353	-0.00754838	0.0153374	0.490701	0.0111888	0.00981422	0.469964	0.00299486	0.0348266	0.000740738	0.0398103	0.409551	3.5499	0.277671	0.323754	0.141848	0.256727	0.02727822	1.276718
92	0	-3718.282	-3705.489	-12.79259	0.2962339	0.1821317	0.312267	0.132298	0.060494	0.252671	0.393315	0.696919	0.355866	0.566944	0.22248	0.102424	0.0503144	0.253896	0.914677	0.12777	0.138297	0.149812	0.19216	0.272316	0.424558	-0.01682419	0.0152739	0.508872	0.00914868	0.0048238	0.458234	0.00364741	0.02875605	0.00026977	0.0241448	0.335444	3.64014	0.319304	0.280273	0.140682	0.25974	0.01193186	2.410022
93	1	-3708.848	-3708.224	-0.6242064	0.6474569	0.2026769	0.182763	0.124065	0.0182864	0.04416	0.257099	0.157646	0.140113	0.131015	0.0680414	0.521148	0.114755	0.339541	0.195076	0.144947	0.0460897	0.0616241	0.277546	0.354923	0.1710848	-0.004201122	0.0140294	0.492025	0.0108472	0.00907613	0.468083	0.00593848	0.03530726	0.000581917	0.0353339	0.390608	3.57348	0.296711	0.288225	0.139301	0.275762	0.03110614	1.135058
94	0	-3720.992	-3711.029	-9.962872	0.2892116	0.1656876	0.220367	0.192708	0.0840589	0.167279	0.296362	0.63273	0.254098	0.593213	0.161697	0.108802	0.223883	0.014521	0.457135	0.147372	0.0766771	0.152439	0.198587	0.223895	0.1713779	0.2007446	0.0158519	0.503146	0.00507101	0.00390501	0.468601	0.00342547	0.1274107	0.00012704	0.0166128	0.288479	3.69478	0.311572	0.294465	0.126988	0.266974	0.3281553	0.3882633
95	1	-3718.892	-3715.43	-3.461603	0.6803458	0.1819416	0.218728	0.0695373	0.27695	0.323286	0.297634	0.10341	0.119736	0.238708	0.0743853	0.643028	0.0102804	0.136246	0.0739885	0.0522885	0.137822	0.0388346	0.15117	0.385917	0.2089695	-0.2035484	0.0100788	0.52942	0.00664484	0.0059253	0.439938	0.00799374	0.2049423	0.00026764	0.0240501	0.334915	3.64077	0.291025	0.270828	0.147723	0.290423	0.001393906	147.0273
96	0	-3721.943	-3719.077	-2.865436	0.3189863	0.2278784	0.249834	0.141287	0.0795368	0.246523	0.223409	0.334908	0.270924	0.452846	0.220187	0.0648995	0.167236	0.358441	0.153926	0.106835	0.250005	0.0687621	0.0131572	0.108436	0.1922728	0.1075413	0.0178704	0.525892	0.0119557	0.00187323	0.43762	0.00478965	0.0011493	0.0012359	0.051247	0.452458	3.49506	0.28955	0.314619	0.122914	0.272917	0.1086906	0.01057405
97	1	-3713.098	-3711.865	-1.232511	0.7293888	0.1889619	0.217744	0.0934303	0.151166	0.176212	0.258255	0.12541	0.140609	0.180512	0.0403843	0.460959	0.108708	0.142687	0.032881	0.0638769	0.120654	0.315065	0.104677	0.469895	0.1826134	-0.001157827	0.013351	0.525932	0.00630323	0.00797856	0.43704	0.00939515	0.05192399	0.000354867	0.0276601	0.354241	3.61774	0.283132	0.326702	0.131576	0.25859	0.05076617	1.022807
98	0	-3715.275	-3714.263	-1.012086	0.4978895	0.1915911	0.132292	0.161307	0.135387	0.378022	0.168425	0.265282	0.142051	0.367779	0.131398	0.0763671	0.229013	0.15638	0.0632606	0.145586	0.325752	0.00868192	0.000370358	0.354324	0.1930047	0.03105398	0.0119337	0.484252	0.0197201	0.000671824	0.48067	0.00275266	0.01030595	0.000392312	0.0290696	0.361357	3.60918	0.292884	0.299714	0.147854	0.259548	0.04135993	0.2491772
99	1	-3727.191	-3719.786	-7.404679	0.7425921	0.1563825	0.310804	0.0710737	0.14064	0.207152	0.485991	0.187687	0.150791	0.101083	0.0717792	0.421414	0.0824837	0.217583	0.040309	0.0850398	0.00701169	0.0127843	0.156118	0.776672	0.116281	-0.2556144	0.0141134	0.507096	0.0105877	0.00681117	0.454054	0.00733739	0.2853343	7.73252e-05	0.0129788	0.260982	3.72596	0.279433	0.309367	0.136094	0.275107	0.02971995	9.600768
100	0	-3718.128	-3715.389	-2.738492	0.5077246	0.2434849	0.229215	0.225952	0.091781	0.141182	0.101614	0.293008	0.190393	0.414847	0.0950384	0.101519	0.293412	0.0787911	0.107962	0.0829952	0.443853	0.0703571	0.177976	0.373495	0.1934277	0.05317273	0.0136534	0.483822	0.0195116	0.000319638	0.480242	0.00245139	0.01502584	0.0018219	0.0620269	0.487543	3.44861	0.292624	0.302837	0.135422	0.269116	0.06819856	0.2203248
101	1	-3723.242	-3714.151	-9.091177	0.5631923	0.2276674	0.237863	0.168613	0.0572519	0.0794675	0.369238	0.152979	0.404763	0.263289	0.0614547	0.463968	0.0157874	0.0772514	0.099157	0.0891843	0.114531	0.0011802	0.340231	0.517743	0.2172783	-0.1932056	0.0120884	0.500041	0.00960641	0.00900135	0.461222	0.0080406	0.441368	0.00122898	0.0511055	0.451967	3.4957	0.286882	0.311811	0.130391	0.270916	0.2481624	1.778545
102	0	-3717.431	-3715.177	-2.254764	0.4612482	0.2234014	0.136243	0.107604	0.0254679	0.113063	0.133393	0.310225	0.235137	0.407467	0.138056	0.12005	0.382311	0.273491	0.168985	0.156531	0.123094	0.358295	0.0168294	0.0926129	0.179005	-0.1536032	0.0119105	0.486734	0.0149547	0.000801362	0.483133	0.00246615	0.1584451	0.00109465	0.048272	0.441943	3.50869	0.313463	0.303205	0.125147	0.258185	0.004841916	32.72364
103	1	-3712.932	-3713.046	0.1144375	0.6900617	0.2010601	0.385611	0.0882524	0.104388	0.148044	0.208358	0.170348	0.221411	0.197505	0.0672079	0.503586	0.0333561	0.12427	0.0200254	0.0511154	0.129234	0.00965121	0.188992	0.31527	0.1198145	-0.02190301	0.0121685	0.496027	0.00906546	0.0106919	0.457521	0.0145258	0.04736619	0.000550894	0.0343893	0.386419	3.57864	0.298239	0.296367	0.120314	0.28508	0.02546318	1.860184
