Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3680	-3744.381	-3728.527	-15.8535	0.2269454	0.2521305	0.3157644	-0.1124473	0.00912987	0.541723	0.00988216	0.0082482	0.428555	0.00246177	0.137298	0.00221254	0.0682328	0.505957	3.4236	0.28775	0.330192	0.118084	0.263973	0.02485067	5.524921
3690	-3734.703	-3719.929	-14.77405	0.2351534	0.1681328	0.2948837	0.04595839	0.00930806	0.540613	0.0098619	0.0110494	0.427676	0.00149166	0.003732814	0.000143427	0.0176451	0.295604	3.68661	0.279646	0.306975	0.13843	0.274949	0.0496912	0.07512021
3700	-3736.936	-3721.276	-15.66037	0.2268843	0.1981081	0.3055348	0.01126655	0.0103743	0.551262	0.0095921	0.0109342	0.415976	0.00186152	0.06852702	0.000497302	0.0326912	0.378702	3.58811	0.279284	0.287037	0.13529	0.298389	0.07979357	0.8588038
3710	-3737.659	-3721.188	-16.47083	0.2350151	0.2517551	0.3030778	0.1459618	0.0201771	0.498764	0.0058948	0.003436	0.466891	0.00483743	0.05138469	0.00219457	0.0679604	0.505172	3.42467	0.309159	0.300318	0.12915	0.261373	0.1973465	0.260378
3720	-3737.094	-3721.302	-15.7922	0.2264272	0.2342802	0.2916925	0.09046021	0.0193066	0.493462	0.0115221	0.00339947	0.461927	0.0103832	0.04620416	0.00145828	0.0555962	0.467142	3.4758	0.292326	0.314759	0.129379	0.263536	0.1366644	0.3380849
3730	-3742.77	-3724.678	-18.09211	0.2273873	0.1842705	0.2995437	-0.239972	0.018621	0.492416	0.0143419	0.00428305	0.454579	0.0157593	0.3445696	0.000294599	0.0252224	0.341378	3.63311	0.289347	0.320008	0.133118	0.257527	0.1045976	3.29424
3740	-3749.88	-3730.86	-19.01994	0.3247046	0.2627257	0.2176023	0.4543131	0.0140884	0.494201	0.01309	0.00657703	0.456227	0.0158164	0.08318618	0.00275865	0.0760219	0.527565	3.39365	0.314684	0.314363	0.124172	0.246781	0.5374993	0.1547652
3750	-3747.001	-3732.642	-14.35966	0.2919511	0.1795644	0.2727217	-0.009243764	0.0142073	0.498369	0.00404172	0.00288103	0.460075	0.0204261	0.01919561	0.000242041	0.0228801	0.328266	3.64861	0.308437	0.301537	0.127676	0.26235	0.009951842	1.92885
3760	-3739.658	-3725.291	-14.36722	0.3612511	0.2664466	0.2054745	-0.07561019	0.0150914	0.500609	0.0113442	0.00520238	0.462143	0.00561002	0.08934299	0.00296846	0.0787984	0.53491	3.38332	0.294288	0.310935	0.137309	0.257468	0.01373279	6.505814
3770	-3739.128	-3724.449	-14.67968	0.308102	0.2278991	0.2375053	-0.09600277	0.0165118	0.547726	0.0125564	0.000626293	0.413796	0.00878306	0.1012001	0.00123658	0.0512608	0.452506	3.495	0.292094	0.303959	0.126332	0.277615	0.005197343	19.47151
3780	-3738.786	-3723.787	-14.9996	0.3323703	0.2122036	0.2130434	-0.04231496	0.0160832	0.511913	0.0117354	0.00061481	0.45449	0.00516431	0.1048582	0.000790094	0.041099	0.414751	3.54336	0.295657	0.300425	0.147304	0.256614	0.06254323	1.676571
3790	-3746.167	-3729.491	-16.67561	0.2848199	0.2159038	0.2410957	0.07551077	0.0147441	0.505602	0.0105849	0.00060723	0.462918	0.00554418	0.1291187	0.000883276	0.0434245	0.423878	3.53181	0.320396	0.287131	0.107175	0.285297	0.2046295	0.6309879
3800	-3744.092	-3729.496	-14.59639	0.3127229	0.1864259	0.2300623	0.03535877	0.0139361	0.477893	0.0121288	0.000898674	0.487044	0.00810002	0.03574405	0.000321274	0.0263299	0.347314	3.62604	0.295405	0.272374	0.143467	0.288755	0.07110282	0.5027093
3810	-3747.3	-3732.062	-15.23755	0.2940644	0.277338	0.2929554	-0.08985545	0.0206018	0.485366	0.00610518	0.00186492	0.478727	0.00733433	0.09957071	0.00363745	0.0870263	0.555708	3.35363	0.300342	0.286626	0.134875	0.278157	0.009715261	10.2489
3820	-3742.511	-3727.125	-15.38593	0.2591006	0.1997552	0.2713693	0.1184476	0.0134855	0.49049	0.00616962	0.000723806	0.483781	0.0053508	0.01730719	0.000526722	0.0336343	0.383019	3.58282	0.300361	0.309833	0.121323	0.268483	0.1357548	0.1274886
3830	-3744.97	-3729.404	-15.56565	0.2477739	0.2090641	0.2491789	0.1662471	0.0167297	0.608483	0.0126646	0.00206544	0.351046	0.00901083	0.01773864	0.000716555	0.0391628	0.406897	3.55322	0.282992	0.330353	0.126045	0.260609	0.1839857	0.09641315
3840	-3740.896	-3723.711	-17.1848	0.2644817	0.2207823	0.2709629	-0.1961196	0.0162585	0.569897	0.00535809	0.00561794	0.395227	0.00764157	0.283974	0.00101729	0.0465589	0.435698	3.51673	0.2969	0.294202	0.128337	0.280561	0.08785442	3.232325
3850	-3741.096	-3724.543	-16.55346	0.2574763	0.229612	0.2862637	0.2150801	0.011037	0.553478	0.0069747	0.00568295	0.40839	0.014438	0.03066583	0.00129371	0.052414	0.456475	3.48982	0.287113	0.314271	0.123587	0.275029	0.2457459	0.1247867
3860	-3745.579	-3729.809	-15.77003	0.2823114	0.239954	0.2952128	0.09961441	0.0124357	0.497751	0.00762867	0.00801616	0.460146	0.0140225	0.03590937	0.00167616	0.059537	0.479816	3.45897	0.293025	0.305618	0.11726	0.284097	0.1355238	0.2649673
3870	-3739.072	-3723.688	-15.38448	0.2660082	0.21067	0.2380784	0.1592155	0.0157052	0.509362	0.0100382	0.00262202	0.457919	0.00435309	0.01549902	0.000753549	0.0401489	0.410927	3.54817	0.304087	0.272636	0.153944	0.269334	0.1747145	0.08871057
3880	-3738.474	-3724.216	-14.25779	0.2505427	0.1739539	0.2620403	-0.01925924	0.0176896	0.508283	0.010017	0.00286799	0.456949	0.00419307	0.02470397	0.000188841	0.0202282	0.312374	3.66721	0.316511	0.290632	0.140344	0.252513	0.005444734	4.537223
3890	-3737.025	-3722.247	-14.77766	0.2509094	0.1999725	0.2967908	0.0217345	0.0175981	0.505655	0.0071377	0.0117103	0.454586	0.00331265	0.01500061	0.000530695	0.0337596	0.383586	3.58212	0.299456	0.294199	0.140319	0.266027	0.03673511	0.4083452
3900	-3738.36	-3722.452	-15.90815	0.2430161	0.236471	0.3107651	-0.1402433	0.0137789	0.482398	0.00757518	0.0108026	0.484409	0.00103636	0.1579641	0.00154006	0.0571088	0.472074	3.46928	0.297457	0.29711	0.138324	0.267109	0.01772074	8.914079
3910	-3739.68	-3721.827	-17.85272	0.170535	0.1479363	0.4467719	0.234352	0.00925749	0.475633	0.00836918	0.00705027	0.497278	0.00241224	0.01374163	4.66726e-05	0.0100953	0.235593	3.75427	0.298312	0.312272	0.133748	0.255667	0.2480937	0.05538887
3920	-3735.771	-3718.553	-17.2187	0.1721392	0.1702447	0.4318698	-0.005568449	0.00911516	0.562822	0.0121087	0.00590626	0.409298	0.000749365	0.0996647	0.000158826	0.018562	0.30172	3.67956	0.287655	0.324304	0.120351	0.267689	0.09409625	1.059178
3930	-3736.83	-3720.251	-16.57883	0.1831001	0.1736267	0.4095901	-0.06493517	0.00837288	0.51699	0.00856634	0.00185378	0.463595	0.000622695	0.1031119	0.000186035	0.0200784	0.311439	3.6683	0.302755	0.316943	0.122773	0.257529	0.03817668	2.700912
3940	-3735.356	-3717.862	-17.49402	0.2093015	0.1846024	0.2952156	0.2012726	0.0104379	0.494531	0.0107772	0.00575216	0.47522	0.00328178	0.09517583	0.000298597	0.0253915	0.342294	3.63202	0.303772	0.298505	0.13285	0.264873	0.2964485	0.3210535
3950	-3735.934	-3718.02	-17.91436	0.2083911	0.2094626	0.3533752	-0.03931804	0.00757075	0.562057	0.0108327	0.00549538	0.4102	0.00384431	0.2041578	0.000725614	0.0394066	0.4079	3.55197	0.306298	0.306223	0.123337	0.264141	0.1648397	1.238523
3960	-3741.2	-3724.957	-16.24273	0.2448506	0.1658199	0.2955671	0.02065188	0.0216581	0.502909	0.00969272	0.00317318	0.457747	0.00481982	0.1037158	0.000127888	0.0166678	0.288866	3.69434	0.291847	0.313103	0.124452	0.270597	0.1243677	0.8339449
3970	-3738.528	-3724.87	-13.65791	0.3085353	0.2488301	0.2219381	-0.002223264	0.0198746	0.582755	0.00889456	0.00376837	0.381947	0.00275986	0.003884631	0.00205768	0.0658464	0.499012	3.43308	0.286361	0.307556	0.128839	0.277244	0.001661367	2.338214
3980	-3737.187	-3723.718	-13.46825	0.3227926	0.225222	0.1982728	-0.005839215	0.0213455	0.558318	0.00948941	0.001839	0.407491	0.00151708	0.008341167	0.0011507	0.0494749	0.446243	3.50313	0.27942	0.303478	0.132791	0.284312	0.002501952	3.333864
3990	-3740.951	-3725.262	-15.68838	0.3166217	0.2089474	0.250972	-0.08696205	0.0166665	0.561046	0.00883906	0.00185861	0.409482	0.00210846	0.1439089	0.000713917	0.0390915	0.406603	3.55359	0.279915	0.309872	0.149188	0.261025	0.05694683	2.527074
4000	-3739.729	-3724.566	-15.16303	0.2335588	0.2199443	0.3215857	-0.05692126	0.010944	0.546863	0.0047821	0.00125475	0.426243	0.00991308	0.06255728	0.000993349	0.0460151	0.433685	3.51931	0.294503	0.299187	0.141457	0.264853	0.00563602	11.09955
4010	-3744.667	-3727.417	-17.24963	0.2460347	0.1896105	0.2470088	-0.2991426	0.00698756	0.565355	0.0155009	0.00777174	0.397028	0.00735683	0.345609	0.000363852	0.028005	0.356003	3.61563	0.284924	0.302026	0.142341	0.270709	0.04646642	7.437823
4020	-3745.588	-3730.165	-15.42354	0.2428854	0.1938873	0.3135869	-0.09772233	0.00854435	0.486683	0.0108402	0.00353427	0.485563	0.0048346	0.1034705	0.000427278	0.0303251	0.367517	3.60173	0.267594	0.350446	0.142493	0.239467	0.005748123	18.00074
4030	-3737.397	-3722.02	-15.37644	0.2017477	0.2097359	0.2937318	-0.07503795	0.0153034	0.46286	0.00985039	0.00401058	0.501195	0.00677985	0.1029024	0.000731873	0.0395741	0.408586	3.55111	0.296529	0.29519	0.136363	0.271917	0.02786442	3.692967
4040	-3740.931	-3724.006	-16.92578	0.2057191	0.1611614	0.4010268	0.08251098	0.0120456	0.489763	0.0127057	0.00449495	0.475573	0.00541732	0.05398419	0.000100502	0.0147862	0.275176	3.70994	0.292779	0.29607	0.133979	0.277172	0.1364952	0.3955026
4050	-3734.23	-3718.396	-15.83364	0.2102334	0.191913	0.339619	0.02330724	0.0124984	0.474437	0.00980238	0.00419064	0.49345	0.00562095	0.05316175	0.000397084	0.0292442	0.362224	3.60813	0.313659	0.310081	0.124219	0.252041	0.07646899	0.6952067
4060	-3733.33	-3717.331	-15.99991	0.2311103	0.1927595	0.3178863	0.002934037	0.0126176	0.478963	0.00989588	0.00549266	0.488438	0.00459334	0.08632962	0.000409835	0.0297056	0.364498	3.60539	0.311377	0.296927	0.129878	0.261818	0.08926366	0.9671307
4070	-3735.156	-3718.84	-16.316	0.2323894	0.1828576	0.3011973	0.1826753	0.011087	0.544179	0.00830433	0.00474933	0.422337	0.00934376	0.02540789	0.000278017	0.0245081	0.337463	3.63775	0.292205	0.313189	0.125338	0.269267	0.2080832	0.1221045
4080	-3740.674	-3721.391	-19.28289	0.2639319	0.203043	0.3048146	-0.5613882	0.0117069	0.581097	0.00401858	0.00364394	0.38266	0.0168734	0.5709858	0.000589109	0.0355492	0.391553	3.57231	0.304321	0.295846	0.126062	0.273771	0.009597622	59.49243
4090	-3738.982	-3724.384	-14.59784	0.2546754	0.1846055	0.2784364	0.009468749	0.00916527	0.612546	0.0041084	0.00962543	0.351905	0.0126498	0.02120966	0.000298635	0.0253931	0.342303	3.63201	0.290482	0.294247	0.142605	0.272666	0.03067841	0.6913546
4100	-3741.291	-3725.716	-15.57554	0.2732167	0.2095182	0.2414054	-0.08577413	0.0113843	0.519069	0.00768381	0.00695244	0.443957	0.0109536	0.1463669	0.000726885	0.0394407	0.40804	3.55179	0.316786	0.307485	0.117629	0.258099	0.06059278	2.415583
4110	-3741.08	-3725.218	-15.86152	0.2924915	0.2216196	0.2662574	0.195549	0.00561636	0.592188	0.0118561	0.00562507	0.380067	0.00464732	0.01067149	0.00104161	0.0471043	0.437702	3.51415	0.312242	0.298604	0.117962	0.271192	0.2062204	0.05174796
4120	-3743.316	-3727.823	-15.49372	0.2909089	0.2360489	0.2535909	0.06433009	0.0186461	0.512078	0.0140214	0.00285455	0.449479	0.00292102	0.0578393	0.00152407	0.0568164	0.471127	3.47053	0.297266	0.309004	0.132372	0.261358	0.1221694	0.4734353
4130	-3738.211	-3723.074	-15.13711	0.2864199	0.1975378	0.2483161	0.02447999	0.0149134	0.507661	0.0116299	0.00284445	0.445602	0.0173496	0.06099293	0.000487393	0.0323672	0.377201	3.58994	0.299322	0.303848	0.141043	0.255786	0.08547292	0.7135936
4140	-3740.807	-3726.033	-14.77383	0.3120648	0.2273643	0.2448549	-0.03508011	0.0232487	0.505782	0.00515628	0.00457533	0.443953	0.0172854	0.07112677	0.00121909	0.0509024	0.45126	3.49662	0.283444	0.314369	0.130354	0.271834	0.03604666	1.973186
4150	-3744.13	-3726.933	-17.19791	0.3220835	0.2166377	0.2164494	0.3166038	0.0139065	0.552944	0.00881026	0.0040463	0.404384	0.0159083	0.04953751	0.000902615	0.0438912	0.425672	3.52953	0.295151	0.309675	0.130385	0.264789	0.3661413	0.1352961
4160	-3742.362	-3727.532	-14.83037	0.3035685	0.1838791	0.2410456	0.07917517	0.013904	0.478875	0.0104356	0.00482437	0.482145	0.00981615	0.02012569	0.000289934	0.0250236	0.340295	3.63439	0.280811	0.308668	0.145099	0.265421	0.09930087	0.2026739
4170	-3735.255	-3720.023	-15.23202	0.2569035	0.1794465	0.2924876	0.05826882	0.0149365	0.516127	0.0060468	0.0042653	0.44808	0.010545	0.0273792	0.00024082	0.0228227	0.327935	3.649	0.293377	0.29023	0.144467	0.271926	0.08564802	0.3196712
4180	-3750.292	-3732.304	-17.98776	0.3299104	0.2553786	0.2348597	-0.03090124	0.017179	0.444271	0.00787387	0.00938853	0.512111	0.0091765	0.2485071	0.00237196	0.0706008	0.512692	3.41434	0.288559	0.287149	0.138896	0.285396	0.2176058	1.142006
4190	-3736.836	-3722.865	-13.97031	0.3015886	0.2017324	0.2391213	-0.01015217	0.0125294	0.537743	0.00910059	0.0088744	0.426718	0.00503534	0.01590961	0.000563648	0.0347809	0.388164	3.57649	0.293838	0.302412	0.140381	0.263369	0.005757442	2.763313
4200	-3736.394	-3721.936	-14.45846	0.3103157	0.2119531	0.2203524	-0.09153939	0.0142826	0.532887	0.0180026	0.00879428	0.422865	0.00316835	0.09494196	0.000784043	0.0409433	0.414128	3.54414	0.293544	0.302051	0.135422	0.268983	0.003402575	27.90297
4210	-3739.835	-3723.5	-16.3349	0.3010233	0.2519739	0.2606441	0.1492751	0.0144738	0.499976	0.0123929	0.00466496	0.462853	0.00563981	0.05926074	0.00220503	0.0681192	0.50563	3.42405	0.291679	0.303872	0.126913	0.277537	0.2085358	0.2841754
4220	-3735.897	-3720.701	-15.1957	0.2986413	0.2373271	0.2391002	0.08133651	0.013075	0.503357	0.0111952	0.00940326	0.455978	0.00699157	0.04081117	0.00157281	0.0577029	0.473987	3.46674	0.299686	0.297274	0.134497	0.268543	0.1221477	0.3341134
4230	-3736.334	-3722.002	-14.33175	0.3018679	0.198855	0.2254519	0.06922863	0.017262	0.5066	0.00642936	0.00946385	0.458916	0.00132875	0.004670948	0.000510494	0.0331175	0.380663	3.58571	0.29463	0.305863	0.141697	0.25781	0.07389958	0.06320669
4240	-3742.939	-3726.652	-16.28724	0.2882177	0.2042331	0.2483067	-0.1994396	0.010569	0.504514	0.00640288	0.0055619	0.469247	0.00370577	0.2445522	0.000612922	0.0362527	0.394615	3.56852	0.314591	0.292189	0.11733	0.27589	0.04511258	5.420932
4250	-3742.786	-3722.162	-20.62367	0.2873703	0.187846	0.264969	-0.0422247	0.0138343	0.561516	0.00774452	0.00966602	0.402158	0.00508121	0.3979035	0.000339786	0.0270712	0.351201	3.62139	0.305902	0.289214	0.136919	0.267966	0.3556788	1.118716
4260	-3737.291	-3722.643	-14.64856	0.2709608	0.1716056	0.2532911	0.07733744	0.0138333	0.561474	0.00755821	0.00966529	0.402128	0.00534205	0.004490691	0.000169387	0.0191652	0.305642	3.67502	0.304806	0.299977	0.126908	0.268308	0.08182813	0.05487956
4270	-3735.505	-3719.574	-15.93144	0.2704051	0.2029654	0.2677092	-0.07836016	0.0104894	0.478109	0.00986703	0.0112243	0.486878	0.00343145	0.1501716	0.000587579	0.0355036	0.391353	3.57256	0.292496	0.313282	0.142438	0.251783	0.07181141	2.091194
4280	-3739.504	-3724.717	-14.78696	0.3201029	0.1924177	0.2435241	-0.08149709	0.011475	0.574441	0.00973365	0.0110726	0.39101	0.00226833	0.09718307	0.000404652	0.029519	0.363581	3.6065	0.281137	0.309154	0.136938	0.27277	0.01568598	6.195536
4290	-3738.81	-3723.301	-15.50891	0.3041998	0.2021066	0.2289505	-0.1083651	0.0125925	0.573187	0.0121039	0.00699882	0.390156	0.00496178	0.1608174	0.000570836	0.0349995	0.389134	3.5753	0.305446	0.28513	0.124978	0.284446	0.05245228	3.065976
4300	-3740.351	-3725.869	-14.48173	0.3020843	0.2093919	0.2444492	0.05684586	0.014829	0.59333	0.0125292	0.00555221	0.368684	0.00507592	0.008935635	0.000724002	0.0393633	0.407722	3.55219	0.300431	0.291855	0.13454	0.273174	0.06578149	0.1358381
4310	-3743.397	-3724.619	-18.77866	0.3432834	0.2083324	0.1928861	-0.05373844	0.0162886	0.599289	0.0121872	0.00680708	0.358619	0.00680913	0.3263503	0.000700128	0.0387165	0.405053	3.55553	0.300899	0.293915	0.131184	0.274002	0.2726118	1.197124
4320	-3737.435	-3722.332	-15.10268	0.2495822	0.190581	0.2737132	0.06382507	0.0159046	0.54817	0.0105372	0.00588547	0.416198	0.00330486	0.02632393	0.000377603	0.0285245	0.358631	3.61247	0.313394	0.294211	0.140111	0.252284	0.090149	0.2920047
4330	-3734.744	-3719.347	-15.39734	0.2509596	0.187253	0.2984346	0.08640872	0.0142367	0.550926	0.00909068	0.00550439	0.41829	0.00195176	0.01951553	0.000331964	0.0267606	0.34958	3.62333	0.297686	0.31251	0.134415	0.25539	0.1059242	0.1842405
4340	-3735.578	-3720.917	-14.66155	0.2558021	0.1985995	0.2500715	0.02023613	0.0141412	0.54723	0.00902969	0.0101014	0.415484	0.00401378	0.03578416	0.000505953	0.0329714	0.379993	3.58653	0.266829	0.308353	0.133945	0.290873	0.05602029	0.6387713
4350	-3740.689	-3723.176	-17.51333	0.251641	0.1743029	0.3068695	0.2152417	0.0169348	0.549416	0.00462716	0.0106747	0.417144	0.00120402	0.07527739	0.000191868	0.0203886	0.313371	3.66605	0.313343	0.288783	0.125582	0.272292	0.2905191	0.2591134
4360	-3739.627	-3721.951	-17.67615	0.2483332	0.24306	0.2573906	0.1989131	0.0169708	0.550584	0.00870525	0.00442955	0.41803	0.00128048	0.1202013	0.00180394	0.0617258	0.48662	3.44985	0.30305	0.297292	0.119749	0.279909	0.3191144	0.3766715
4370	-3736.205	-3719.278	-16.92744	0.2528311	0.1858402	0.2649347	-0.2599149	0.0175163	0.568279	0.0108639	0.00184207	0.399127	0.00237088	0.3014476	0.000313858	0.0260268	0.345705	3.62795	0.287844	0.306269	0.127222	0.278664	0.0415327	7.258079
4380	-3734.732	-3719.242	-15.48986	0.2637491	0.1995063	0.2977751	0.04753106	0.0170625	0.515046	0.00763531	0.0086262	0.446461	0.0051698	0.04306935	0.000522199	0.0334911	0.382368	3.58362	0.291434	0.301142	0.136466	0.270958	0.09060041	0.475377
4390	-3734.207	-3719.347	-14.86059	0.2482543	0.2198257	0.2779421	0.0413952	0.0130958	0.490217	0.00854326	0.00829945	0.475115	0.00472933	0.02107137	0.000989993	0.0459384	0.433399	3.51967	0.290314	0.293811	0.147457	0.268419	0.06246657	0.3373224
4400	-3738.43	-3720.609	-17.82102	0.2614367	0.2052811	0.2688042	-0.361077	0.0132896	0.510682	0.00490437	0.00690692	0.451222	0.0129952	0.4035412	0.000634448	0.0368767	0.3973	3.56519	0.289274	0.305652	0.133568	0.271506	0.04246421	9.503088
4410	-3742.114	-3726.131	-15.98299	0.2780476	0.2199115	0.2514377	-0.2249998	0.013842	0.484059	0.0070557	0.0103229	0.471725	0.012995	0.2389925	0.000992421	0.0459939	0.433606	3.51941	0.308839	0.276765	0.142495	0.271901	0.01399276	17.07973
4420	-3734.607	-3718.473	-16.13442	0.2676604	0.199635	0.2736514	-0.1574409	0.0139928	0.489333	0.00936416	0.00622296	0.476865	0.00422193	0.1988779	0.000524535	0.0335652	0.382705	3.58321	0.28605	0.300359	0.139199	0.274391	0.04143702	4.799522
4430	-3734.762	-3720.563	-14.19896	0.2567756	0.1969373	0.2767582	0.002694909	0.0165012	0.555721	0.0100984	0.00722974	0.40967	0.0007791	0.001097318	0.000477113	0.0320275	0.375617	3.59188	0.311913	0.288857	0.122898	0.276332	0.003792227	0.2893597
4440	-3734.173	-3719.023	-15.14954	0.2395808	0.188212	0.310034	-0.07248644	0.00869107	0.604088	0.00683626	0.00527878	0.370403	0.00470285	0.07716524	0.000344679	0.0272637	0.352199	3.62019	0.301435	0.307454	0.121576	0.269535	0.004678798	16.49253
4450	-3744.568	-3726.386	-18.18227	0.2176109	0.178924	0.3771869	0.1694509	0.0123966	0.598169	0.00479435	0.0024388	0.366773	0.0154274	0.1038203	0.000235466	0.0225695	0.326466	3.65073	0.31568	0.300263	0.117857	0.2662	0.2732712	0.3799169
4460	-3740.206	-3724.139	-16.06675	0.2033649	0.2177659	0.3084099	0.08214719	0.0118392	0.602227	0.0067277	0.00419672	0.369261	0.00574882	0.06033442	0.000932907	0.044612	0.428418	3.52604	0.311649	0.299126	0.12288	0.266344	0.1424816	0.4234541
4470	-3736.534	-3720.206	-16.32764	0.1982646	0.2129814	0.3581316	0.145944	0.0139783	0.546129	0.00682246	0.00834619	0.41689	0.00783484	0.01296648	0.000809089	0.041584	0.416681	3.54093	0.283091	0.307194	0.134319	0.275396	0.1589105	0.08159614
4480	-3735.267	-3719.721	-15.54555	0.2017631	0.2107444	0.3110505	-0.1134238	0.00817657	0.550063	0.00996735	0.00273932	0.419893	0.00916089	0.1230589	0.000755293	0.0401948	0.411113	3.54794	0.303989	0.30277	0.127694	0.265547	0.009635104	12.77193
4490	-3739.682	-3723.479	-16.20263	0.2075844	0.215476	0.3426447	0.06896475	0.01249	0.545266	0.0130397	0.00731614	0.416231	0.00565751	0.05321723	0.000872136	0.0431533	0.42283	3.53314	0.257961	0.324193	0.129812	0.288033	0.122182	0.4355571
4500	-3733.799	-3718.731	-15.06881	0.2165706	0.1963472	0.3264228	-0.0441352	0.0188058	0.51948	0.00306155	0.00212268	0.452737	0.00379345	0.04783768	0.000467163	0.0316951	0.374057	3.59378	0.312811	0.28557	0.123363	0.278256	0.00370248	12.92044
4510	-3734.257	-3718.911	-15.34593	0.2175082	0.2099851	0.3176076	-0.06119053	0.0191243	0.517039	0.00511466	0.00116557	0.45061	0.00694595	0.07970626	0.000737612	0.0397272	0.409212	3.55032	0.28188	0.306903	0.12436	0.286857	0.01851573	4.304787
4520	-3737.652	-3720.155	-17.49627	0.2208223	0.2209557	0.3290748	0.2347114	0.00983179	0.456425	0.00748626	0.00366549	0.518623	0.00396807	0.05616363	0.0010223	0.0466717	0.436113	3.51619	0.303039	0.292888	0.144444	0.259629	0.290875	0.1930851
4530	-3736.069	-3720.337	-15.7323	0.2243842	0.2243776	0.3541202	-0.03717876	0.0192128	0.482735	0.00635576	0.00359352	0.483885	0.00421828	0.0686924	0.00112447	0.0489158	0.444253	3.50571	0.299695	0.289708	0.142192	0.268405	0.03151364	2.179767
4540	-3736.954	-3721.21	-15.74433	0.2110393	0.2164844	0.3222051	-0.1300962	0.0187893	0.483228	0.00636226	0.00381415	0.484379	0.00342636	0.1367054	0.000898553	0.0437936	0.425298	3.53001	0.3233	0.280173	0.136808	0.259719	0.006609209	20.68408
4550	-3738.468	-3720.625	-17.84306	0.2149892	0.1740585	0.3343537	0.009737939	0.0121594	0.53938	0.00819546	0.0111161	0.419439	0.0097099	0.1869093	0.000189744	0.0202762	0.312673	3.66686	0.290085	0.309774	0.125361	0.274779	0.1966473	0.9504802
