Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
94	0	-3737.759	-3722.64	-15.11886	0.314036	0.184083	0.248262	0.1246698	0.0163228	0.536754	0.00551727	0.00791799	0.427547	0.00594092	0.009563751	0.000292358	0.0251271	0.340859	3.63372	0.274075	0.321681	0.13392	0.270324	0.1342335	0.0712471
95	1	-3736.338	-3720.887	-15.45117	0.2315199	0.1939193	0.3200004	-0.09458147	0.0104984	0.41085	0.0119137	0.00509939	0.551228	0.01041	0.1004859	0.00042778	0.0303428	0.367602	3.60163	0.301109	0.299861	0.144642	0.254389	0.005904427	17.01874
96	0	-3740.064	-3725.185	-14.87919	0.3141677	0.2222583	0.2463076	0.03978551	0.0168909	0.509747	0.00686158	0.0093908	0.442429	0.0146816	0.03965147	0.00106041	0.0475218	0.439226	3.51219	0.313111	0.308745	0.125274	0.252871	0.07943699	0.4991563
97	1	-3742.168	-3726.492	-15.67653	0.2334743	0.184121	0.3371708	-0.09881462	0.00782343	0.409814	0.0102426	0.00770491	0.549839	0.0145761	0.1066596	0.000292811	0.0251464	0.340964	3.6336	0.313201	0.303693	0.139136	0.24397	0.00784502	13.59584
98	0	-3739.855	-3724.788	-15.06675	0.2992585	0.1895971	0.2773088	-0.07428038	0.00972208	0.481021	0.00350165	0.00798898	0.480116	0.0176506	0.08979468	0.000363665	0.0279979	0.355966	3.61567	0.293049	0.314063	0.138375	0.254514	0.0155143	5.787866
99	1	-3742.322	-3726.61	-15.71125	0.2482132	0.2298016	0.2683692	0.04963212	0.0115004	0.410547	0.00941372	0.0031141	0.550822	0.0146022	0.07261385	0.00130014	0.0525421	0.456912	3.48925	0.285816	0.305308	0.156421	0.252454	0.122246	0.5939979
100	0	-3744.249	-3728.645	-15.60386	0.2575459	0.2008266	0.2406857	-0.04842194	0.0111916	0.547375	0.0141368	0.00881475	0.387528	0.0309537	0.1313177	0.000546511	0.0342537	0.385812	3.57939	0.285867	0.30341	0.134984	0.275739	0.08289576	1.58413
101	1	-3735.964	-3721.156	-14.80788	0.2762904	0.2017278	0.2530613	0.05203903	0.0116389	0.490153	0.0147196	0.0029119	0.467457	0.0131187	0.02705624	0.00056356	0.0347782	0.388152	3.57651	0.305919	0.293008	0.143365	0.257709	0.07909527	0.3420715
102	0	-3739.405	-3724.979	-14.42542	0.2952701	0.2075569	0.2271186	0.02876385	0.00968276	0.511625	0.0122309	0.00593977	0.443837	0.0166849	0.03061412	0.000683004	0.0382456	0.403091	3.55798	0.28814	0.293279	0.14065	0.277931	0.05937797	0.5155805
103	1	-3732.746	-3718.367	-14.37857	0.2748233	0.2091845	0.2450043	-0.02238908	0.0138024	0.491502	0.0123756	0.00154246	0.474487	0.006291	0.0431497	0.000719284	0.0392364	0.4072	3.55284	0.289094	0.309117	0.142058	0.259731	0.02076063	2.078439
104	0	-3740.386	-3725.563	-14.82329	0.3035337	0.2280006	0.2502861	-0.077085	0.0112672	0.480823	0.00941115	0.00481363	0.480563	0.0131229	0.09138087	0.00123991	0.051329	0.452742	3.49469	0.27596	0.30485	0.138682	0.280507	0.01429587	6.392116
105	1	-3734.387	-3719.656	-14.73094	0.2607814	0.2290783	0.278519	-0.02309416	0.0109164	0.566215	0.0132453	0.00162496	0.404726	0.00327157	0.04526877	0.00127573	0.0520539	0.455241	3.49143	0.296482	0.302611	0.130507	0.270401	0.02217461	2.041468
106	0	-3736.689	-3722.589	-14.10004	0.2821469	0.2222929	0.2415723	0.001201423	0.0137506	0.504124	0.0139299	0.0031069	0.456853	0.00823592	0.01671894	0.00106144	0.0475444	0.439308	3.51209	0.30321	0.2881	0.138842	0.269847	0.01792036	0.9329576
107	1	-3735.915	-3721.83	-14.08475	0.2732126	0.2126835	0.2235254	0.04138561	0.0138758	0.506042	0.0177234	0.00338654	0.455935	0.00303685	0.006032184	0.000801777	0.041398	0.415943	3.54186	0.29911	0.312997	0.13137	0.256523	0.0474178	0.1272135
108	0	-3739.987	-3721.358	-18.6295	0.2782604	0.240582	0.2738742	0.3093346	0.0147714	0.485731	0.011584	0.00304125	0.478684	0.00618778	0.1018757	0.00170151	0.0599778	0.481199	3.45712	0.288752	0.305046	0.129137	0.277064	0.4112103	0.2477459
109	1	-3739.275	-3725.267	-14.00835	0.2875871	0.2071805	0.2396993	-0.01011076	0.00788058	0.579152	0.0162388	0.00640531	0.388558	0.00176524	0.01792572	0.000674799	0.0380179	0.402137	3.55917	0.266197	0.304522	0.133058	0.296223	0.007814953	2.293771
110	0	-3734.863	-3720.473	-14.39028	0.2882777	0.2092644	0.2619606	0.002265783	0.0165388	0.525644	0.00849005	0.00288847	0.441684	0.0047544	0.02158468	0.000721098	0.0392852	0.407401	3.55259	0.292055	0.305135	0.127876	0.274934	0.02385047	0.9050005
111	1	-3739.209	-3725.227	-13.98226	0.298659	0.201585	0.2363719	-0.01060878	0.0146577	0.532955	0.0164093	0.00960229	0.42511	0.00126528	0.01860165	0.000560834	0.0346949	0.387782	3.57696	0.280723	0.321138	0.144895	0.253245	0.007992862	2.327282
112	0	-3742.243	-3726.436	-15.80636	0.3036857	0.2039409	0.2789347	0.1043053	0.0131222	0.577	0.0082139	0.00106352	0.384907	0.0156939	0.04327285	0.000607014	0.0360795	0.393865	3.56945	0.280097	0.315985	0.12831	0.275608	0.1475782	0.2932199
113	1	-3744.009	-3729.238	-14.77051	0.3021797	0.1991584	0.2691706	0.03823853	0.0143179	0.390935	0.0112451	0.00930083	0.573174	0.00102763	0.02154713	0.000515924	0.0332914	0.381458	3.58473	0.331981	0.290421	0.147005	0.230593	0.05978566	0.3604064
114	0	-3742.668	-3727.877	-14.79065	0.3030772	0.2450646	0.2403179	-0.04807601	0.0097638	0.580933	0.00891974	0.000959983	0.387531	0.0118925	0.08294286	0.00188966	0.0631495	0.490961	3.444	0.316567	0.286885	0.135403	0.261145	0.03486685	2.378846
115	1	-3741.043	-3727.076	-13.96767	0.3429991	0.2312139	0.1959709	-0.05742453	0.0207692	0.531011	0.00907516	0.0147723	0.422925	0.00144778	0.06319939	0.00134871	0.0534996	0.46016	3.48499	0.306333	0.301393	0.12349	0.268784	0.005774852	10.9439
116	0	-3744.324	-3727.011	-17.31356	0.2936872	0.1780531	0.2690918	-0.1635209	0.00767688	0.422973	0.0119644	0.0011647	0.542171	0.0140498	0.2659909	0.000226737	0.0221504	0.324013	3.65361	0.307801	0.316318	0.133194	0.242687	0.1024701	2.595791
117	1	-3744.477	-3729.445	-15.03187	0.3351027	0.2099801	0.2021294	-0.01806238	0.0159572	0.553923	0.00882039	0.0161051	0.402868	0.00232632	0.09941489	0.000737498	0.0397241	0.409199	3.55034	0.276351	0.297499	0.128917	0.297233	0.08135251	1.222026
118	0	-3741.795	-3724.748	-17.04721	0.2992113	0.1976831	0.2672685	0.3115549	0.00825599	0.464593	0.0105199	0.00142184	0.503961	0.0112486	0.02151022	0.000489905	0.0324497	0.377584	3.58948	0.298018	0.288666	0.142543	0.270774	0.3330652	0.06458261
119	1	-3743.395	-3729.207	-14.18722	0.32877	0.2409158	0.2174486	-0.003472765	0.0157087	0.545299	0.00848577	0.0166341	0.410546	0.00332652	0.0374072	0.00171508	0.0602125	0.481933	3.45614	0.320056	0.266477	0.118773	0.294694	0.03393443	1.102337
120	0	-3740.44	-3722.725	-17.71527	0.2874696	0.2182759	0.2596304	-0.3185045	0.0157227	0.529009	0.0123463	0.00137795	0.430813	0.0107315	0.375821	0.000946826	0.0449391	0.429656	3.52446	0.284456	0.303663	0.15343	0.258451	0.05731657	6.556935
121	1	-3746.822	-3728.637	-18.18504	0.305995	0.1832981	0.2696445	-0.282975	0.0115426	0.487046	0.00891314	0.00362326	0.485986	0.00288887	0.3722227	0.000283111	0.0247298	0.338685	3.6363	0.30667	0.298052	0.119378	0.2759	0.08924767	4.170671
122	0	-3738.636	-3722.033	-16.60337	0.2763309	0.227118	0.2830484	0.0247715	0.015522	0.548713	0.00595319	0.00580779	0.415493	0.00851149	0.1309536	0.00121109	0.0507376	0.450686	3.49737	0.306775	0.301951	0.13428	0.256994	0.1557251	0.840928
123	1	-3741.042	-3725.635	-15.40635	0.3084634	0.2325629	0.2384202	-0.038801	0.0175558	0.500492	0.0153991	0.00399682	0.460515	0.00204152	0.1118255	0.00139622	0.054419	0.463243	3.48094	0.314547	0.288945	0.135283	0.261224	0.07302447	1.531342
124	0	-3737.538	-3721.664	-15.87326	0.2366497	0.1846488	0.3102807	0.06082159	0.0120605	0.541392	0.0045493	0.00500581	0.421713	0.0152795	0.05369358	0.000299159	0.0254152	0.342422	3.63186	0.307075	0.281937	0.140886	0.270102	0.1145152	0.4688774
125	1	-3740.675	-3725.324	-15.35051	0.3122998	0.2263855	0.2509317	-0.1211461	0.0139406	0.561003	0.0126368	0.00573794	0.405429	0.00125257	0.1457829	0.00118751	0.0502486	0.448974	3.49959	0.278022	0.304495	0.143759	0.273724	0.0246368	5.91728
126	0	-3737.846	-3722.987	-14.85913	0.223398	0.2281664	0.2593684	0.01165298	0.0160607	0.521332	0.00562286	0.00382002	0.44082	0.012344	0.04801726	0.00124538	0.0514403	0.453127	3.49419	0.311235	0.291412	0.133585	0.263768	0.05967023	0.8047104
127	1	-3746.721	-3731.585	-15.13579	0.3238311	0.1549612	0.2531214	-0.008358114	0.0165339	0.570771	0.00973012	0.00832602	0.388926	0.00571271	0.07423064	7.13018e-05	0.0124656	0.256735	3.73073	0.304877	0.297378	0.120261	0.277483	0.06587253	1.126883
128	0	-3737.994	-3722.25	-15.74406	0.2475918	0.1930196	0.2550359	-0.1373031	0.0178325	0.446036	0.00624317	0.0090519	0.50648	0.0143572	0.177855	0.000413811	0.029848	0.365195	3.60454	0.294677	0.290043	0.156348	0.258932	0.04055194	4.385857
129	1	-3740.457	-3723.826	-16.63141	0.2951801	0.2095551	0.2501727	-0.2011273	0.0166229	0.573842	0.00311623	0.00846806	0.391018	0.0069321	0.2582564	0.000727729	0.0394633	0.408132	3.55168	0.296653	0.297849	0.127575	0.277923	0.05712912	4.520574
130	0	-3738.181	-3722.065	-16.11615	0.2408925	0.2008424	0.3210641	-0.1616175	0.0140002	0.43894	0.00680992	0.00750048	0.524703	0.00804693	0.172208	0.000546807	0.0342628	0.385853	3.57934	0.313347	0.284442	0.148278	0.253933	0.01059053	16.26056
131	1	-3744.291	-3728.618	-15.67329	0.3038521	0.2057581	0.2372176	0.09610014	0.0156701	0.540951	0.0023137	0.00829312	0.408859	0.023914	0.06262309	0.000644418	0.037162	0.398518	3.56368	0.316189	0.294483	0.123756	0.265572	0.1587232	0.3945427
132	0	-3739.259	-3721.49	-17.76945	0.1893952	0.1973875	0.3833067	0.2533415	0.0125519	0.506822	0.00741466	0.00465782	0.463088	0.00546527	0.03472128	0.000484806	0.0322821	0.376805	3.59043	0.293515	0.285066	0.151472	0.269947	0.2880628	0.1205337
133	1	-3740.99	-3725.421	-15.56854	0.2861577	0.2352764	0.2462319	0.07590066	0.02054	0.545342	0.00233248	0.00747105	0.412178	0.0121363	0.06353152	0.0014951	0.0562825	0.46939	3.47283	0.27699	0.303044	0.134721	0.285245	0.1394322	0.4556446
134	0	-3736.919	-3719.327	-17.59224	0.2093688	0.2195316	0.327682	0.1790257	0.00885168	0.505001	0.0091513	0.00467478	0.464775	0.00754601	0.09072755	0.000981699	0.0457482	0.432691	3.52058	0.295942	0.294437	0.145061	0.26456	0.2697532	0.3363353
135	1	-3737.436	-3721.989	-15.44721	0.2637969	0.213776	0.279904	-0.0704359	0.0158439	0.47511	0.00463185	0.00988563	0.477636	0.0168924	0.1111964	0.00082882	0.0420817	0.418647	3.53844	0.300186	0.298115	0.13253	0.269169	0.04076047	2.728044
136	0	-3744.206	-3722.291	-21.91456	0.210694	0.1998162	0.3733219	-0.03928371	0.00688868	0.544056	0.00884594	0.00761285	0.423713	0.00888358	0.4240594	0.000527836	0.0336695	0.383178	3.58262	0.336133	0.287671	0.135838	0.240358	0.3847757	1.102095
137	1	-3742.754	-3724.005	-18.74852	0.2527941	0.1821189	0.3036148	-0.03172194	0.00995678	0.5989	0.00156789	0.00626698	0.368352	0.0149561	0.2674881	0.000269626	0.0241384	0.335408	3.64018	0.294748	0.292702	0.13611	0.27644	0.2357662	1.134548
138	0	-3741.056	-3722.774	-18.28177	0.2150997	0.2022463	0.3024252	-0.2581098	0.0110897	0.571928	0.00708775	0.00878996	0.394925	0.00617895	0.3629897	0.000573536	0.0350813	0.389495	3.57485	0.286389	0.302478	0.121837	0.289296	0.1048799	3.461005
139	1	-3744.573	-3727.001	-17.57222	0.2391901	0.194361	0.3337546	-0.3067626	0.0173671	0.526522	0.00354363	0.00389148	0.427714	0.0209613	0.3279102	0.000434761	0.030587	0.368781	3.6002	0.288602	0.304393	0.123372	0.283633	0.02114761	15.50578
140	0	-3740.751	-3722.455	-18.29657	0.211421	0.178892	0.3642419	0.1908164	0.0128751	0.474616	0.00778359	0.00897558	0.483422	0.0123275	0.1040241	0.000235141	0.0225541	0.326376	3.65083	0.313406	0.286978	0.12788	0.271735	0.2948405	0.3528148
141	1	-3738.68	-3724.13	-14.54909	0.2792923	0.2255168	0.2270966	0.07181517	0.0139195	0.528193	0.00503826	0.00489314	0.429072	0.0188844	0.01641443	0.00115995	0.0496705	0.446936	3.50223	0.321667	0.272314	0.133677	0.272342	0.08822959	0.1860422
142	0	-3738.715	-3723.591	-15.12401	0.1952371	0.1691583	0.2999184	0.07328458	0.00984746	0.541987	0.00641703	0.0163259	0.411345	0.0140773	0.009830959	0.000150756	0.0180874	0.298578	3.68318	0.307034	0.299829	0.128449	0.264688	0.08311554	0.1182806
143	1	-3742.156	-3726.798	-15.35834	0.3233772	0.1807303	0.2410806	0.03037586	0.0238436	0.550731	0.00324618	0.0052156	0.414235	0.00272887	0.0730249	0.000254359	0.0234505	0.331533	3.64476	0.282108	0.307666	0.130883	0.279343	0.1034008	0.7062317
144	0	-3743.729	-3727.857	-15.87168	0.205289	0.1573859	0.3249665	-0.06792363	0.00549803	0.546184	0.00578285	0.00684705	0.428003	0.0076851	0.1108263	8.1809e-05	0.0133478	0.263974	3.7226	0.266759	0.3024	0.134898	0.295943	0.04290272	2.583201
145	1	-3738.484	-3723.487	-14.99651	0.2390365	0.2100447	0.2934709	0.01274043	0.0188791	0.534891	0.00461843	0.00927629	0.429275	0.00306079	0.03511932	0.00073899	0.0397638	0.409361	3.55014	0.306098	0.268268	0.13509	0.290545	0.04785975	0.7337966
146	0	-3737.507	-3721.574	-15.9328	0.2161626	0.1908181	0.2840419	-0.1689867	0.0151478	0.538197	0.00569829	0.00865657	0.421745	0.010555	0.1898526	0.00038102	0.028652	0.359272	3.61169	0.288472	0.304175	0.143298	0.264055	0.02086589	9.098706
147	1	-3742.574	-3725.9	-16.67382	0.2526883	0.2000621	0.2792984	0.2563261	0.0211863	0.596091	0.0109331	0.00591596	0.362447	0.00342596	0.0225553	0.000532338	0.0338113	0.38382	3.58184	0.304976	0.268931	0.132423	0.29367	0.2788814	0.08087774
148	0	-3736.698	-3719.402	-17.29581	0.2123645	0.1940987	0.3154356	0.01445262	0.013696	0.561074	0.00675937	0.00222584	0.40488	0.0113652	0.1612035	0.000430605	0.0304419	0.368081	3.60105	0.304063	0.290936	0.131942	0.273059	0.1756562	0.9177221
149	1	-3747.295	-3727.762	-19.53231	0.2421414	0.2349409	0.2320674	-0.1962767	0.0158513	0.532297	0.00590695	0.0166289	0.427208	0.0021078	0.4350348	0.00148263	0.0560511	0.468634	3.47383	0.312634	0.275349	0.14242	0.269597	0.2387581	1.822073
150	0	-3740.556	-3723.442	-17.11366	0.1448462	0.1869028	0.3931879	0.218153	0.00945987	0.593302	0.00614678	0.0029067	0.376167	0.012018	0.01102762	0.000327407	0.0265778	0.348621	3.62447	0.2965	0.287882	0.120957	0.294662	0.2291807	0.04811759
151	1	-3742.251	-3728.012	-14.23859	0.2447836	0.1795745	0.250305	-0.03475246	0.0140871	0.473052	0.00230855	0.0147781	0.493624	0.00215019	0.03876932	0.000242146	0.022885	0.328294	3.64858	0.31565	0.301409	0.13083	0.252111	0.004016859	9.65165
152	0	-3739.571	-3722.473	-17.09763	0.1434341	0.1691538	0.4970896	-0.04891115	0.0076166	0.477696	0.00486375	0.00372276	0.498588	0.00751257	0.07452562	0.000150724	0.0180855	0.298565	3.6832	0.311789	0.289833	0.130534	0.267843	0.02561447	2.909512
153	1	-3745.205	-3726.58	-18.62582	0.2588688	0.2058527	0.322446	0.435634	0.00897441	0.535903	0.0078159	0.0132774	0.430854	0.0031748	0.0145092	0.000646407	0.0372187	0.398759	3.56338	0.291021	0.297329	0.135636	0.276015	0.4501432	0.03223242
154	0	-3742.529	-3725.953	-16.57562	0.161349	0.1792676	0.3596316	-0.09517647	0.0104878	0.466012	0.00634918	0.00636822	0.503454	0.00732883	0.1512296	0.000238977	0.0227359	0.327432	3.64959	0.322678	0.281244	0.134037	0.26204	0.05605315	2.697968
155	1	-3737.372	-3720.056	-17.31594	0.2774115	0.196218	0.2476634	-0.2606652	0.0129983	0.531346	0.0071475	0.00644927	0.439136	0.00292258	0.3310727	0.000465004	0.0316225	0.373715	3.5942	0.305632	0.303978	0.132857	0.257533	0.07040756	4.702233
156	0	-3739.474	-3721.162	-18.31198	0.1503745	0.1780023	0.4358114	-0.06695548	0.0105742	0.52814	0.0074755	0.00642067	0.443609	0.00377989	0.1988803	0.000226236	0.0221261	0.323869	3.65378	0.309925	0.286367	0.128388	0.275321	0.1319249	1.507527
157	1	-3742.839	-3725.755	-17.0836	0.3081317	0.2605263	0.2203849	-0.2571539	0.0149726	0.485654	0.00920304	0.00966848	0.476543	0.00395924	0.3279128	0.00263907	0.0743902	0.523165	3.39981	0.296894	0.295287	0.146433	0.261386	0.07075895	4.634224
158	0	-3740.785	-3721.624	-19.16105	0.1639924	0.1543092	0.4270674	-0.148086	0.0110046	0.518902	0.00389986	0.00844313	0.451911	0.00583923	0.3019185	6.86634e-05	0.0122339	0.254782	3.73292	0.312918	0.295214	0.128314	0.263553	0.1538325	1.962645
159	1	-3743.387	-3724.739	-18.64754	0.1870905	0.1491272	0.3896162	-0.1925746	0.0106164	0.622003	0.00725043	0.00639761	0.352083	0.00164916	0.30468	5.02905e-05	0.0104775	0.239192	3.75028	0.29336	0.303316	0.140101	0.263223	0.1121053	2.717801
160	0	-3738.215	-3721.502	-16.71334	0.1617411	0.1673242	0.4256133	-0.05198011	0.0088049	0.485846	0.00262479	0.0131176	0.487735	0.00187134	0.09553175	0.000137841	0.0173002	0.293253	3.68931	0.3127	0.285696	0.135857	0.265748	0.04355163	2.193528
161	1	-3735.974	-3720.915	-15.0584	0.2130287	0.1682296	0.311694	-0.03999155	0.00587916	0.556409	0.00993507	0.00954211	0.417244	0.000990028	0.0554223	0.000144108	0.0176866	0.295885	3.68628	0.301069	0.285198	0.139992	0.27374	0.01543075	3.591679
162	0	-3740.123	-3723.598	-16.52487	0.2150933	0.1553494	0.3138633	-0.187243	0.00907914	0.468929	0.00931331	0.00689686	0.502927	0.00285469	0.2158413	7.29096e-05	0.0126046	0.257896	3.72943	0.309479	0.305646	0.134457	0.250417	0.02859832	7.547341
163	1	-3732.339	-3716.757	-15.58221	0.197411	0.1751088	0.3585533	0.0149942	0.00892073	0.5416	0.00967063	0.00405665	0.434209	0.00154363	0.03094952	0.000198999	0.0207613	0.315668	3.66337	0.28782	0.311441	0.123381	0.277358	0.04594371	0.6736399
164	0	-3738.184	-3722.728	-15.45677	0.2150811	0.1858205	0.2884355	0.1164809	0.0130716	0.504809	0.0182538	0.00491591	0.455775	0.00317517	0.01416478	0.000313611	0.0260167	0.345651	3.62802	0.318651	0.301017	0.124517	0.255815	0.1306457	0.1084213
165	1	-3733.977	-3718.499	-15.47747	0.2083241	0.1739362	0.2907274	-0.05159434	0.0103928	0.544969	0.0115507	0.00328797	0.426038	0.00376126	0.1002556	0.000188688	0.0202201	0.312324	3.66727	0.293601	0.294421	0.136356	0.275622	0.04866123	2.060276
166	0	-3735.354	-3720.517	-14.83734	0.2089341	0.1789501	0.2912007	0.04444786	0.0107994	0.561907	0.0120475	0.00426403	0.407811	0.00317047	0.01129709	0.000235731	0.0225821	0.32654	3.65064	0.30262	0.305877	0.137734	0.253768	0.05574495	0.2026567
167	1	-3738.296	-3721.901	-16.39524	0.1969956	0.1820366	0.3173156	-0.1480882	0.0138286	0.544615	0.0086545	0.0056789	0.425761	0.00146225	0.1864757	0.000268703	0.0240974	0.335179	3.64045	0.320275	0.297632	0.122345	0.259748	0.03838742	4.857729
168	0	-3737.626	-3721.431	-16.19461	0.2391054	0.2059606	0.3044481	-0.2041171	0.0100212	0.566783	0.00487861	0.00422447	0.41135	0.00274224	0.2106032	0.000648683	0.0372834	0.399035	3.56303	0.306192	0.294887	0.141088	0.257832	0.006486054	32.47016
169	1	-3738.13	-3721.881	-16.24961	0.1833999	0.1600889	0.3767927	0.1364521	0.012714	0.500718	0.00727373	0.00223704	0.475798	0.00125909	0.000437287	9.4889e-05	0.0143696	0.272003	3.71353	0.297573	0.310184	0.127785	0.264457	0.1368894	0.003194455
170	0	-3739.429	-3723.234	-16.19501	0.1881964	0.2081713	0.3751816	-0.01092253	0.0106684	0.463018	0.00784975	0.00440175	0.508762	0.00530046	0.07171548	0.000696546	0.0386185	0.404646	3.55604	0.299457	0.303513	0.137115	0.259915	0.06079294	1.179668
171	1	-3741.518	-3720.663	-20.85464	0.1897189	0.1862208	0.3394545	-0.4495707	0.0102628	0.533753	0.0104895	0.00190607	0.439707	0.00388159	0.5935336	0.000318662	0.0262236	0.346751	3.62671	0.28893	0.306817	0.132142	0.272111	0.1439629	4.122823
172	0	-3739.099	-3724.058	-15.04093	0.1862269	0.160274	0.3375636	-0.01035474	0.0105884	0.564867	0.00868087	0.00538623	0.404519	0.00595897	0.02277691	9.58403e-05	0.0144411	0.272551	3.71291	0.271958	0.315515	0.145077	0.267449	0.01242217	1.833569
173	1	-3738.113	-3722.519	-15.59375	0.2445216	0.174473	0.3333414	0.05985204	0.0109499	0.530351	0.00868372	0.00308112	0.436905	0.0100299	0.02349719	0.000193357	0.020467	0.313856	3.66548	0.302396	0.313598	0.117018	0.266988	0.08334923	0.2819125
174	0	-3739.951	-3722.212	-17.73935	0.2041818	0.2042221	0.2882149	0.2930509	0.0142989	0.557113	0.00809926	0.00403287	0.398966	0.0174896	0.0648794	0.0006127	0.0362462	0.394587	3.56855	0.298066	0.294652	0.12937	0.277912	0.3579303	0.1812627
175	1	-3731.355	-3716.427	-14.92734	0.2476804	0.2018676	0.2921636	0.02034273	0.0140698	0.552664	0.0038983	0.00303547	0.415881	0.0104519	0.02758894	0.000566237	0.0348598	0.388515	3.57606	0.309286	0.296549	0.129237	0.264929	0.04793167	0.5755889
176	0	-3742.669	-3727.086	-15.58251	0.2060397	0.1930002	0.2894594	0.01163346	0.00926796	0.540588	0.00855905	0.00313911	0.421615	0.0168302	0.07495121	0.000413515	0.0298374	0.365143	3.60461	0.315662	0.292361	0.12571	0.266267	0.08658467	0.8656406
177	1	-3748.624	-3729.43	-19.19378	0.2466035	0.1931853	0.332163	0.03150546	0.0122236	0.584161	0.00357231	0.00995308	0.381104	0.00898646	0.2443022	0.000416359	0.0299389	0.365639	3.60401	0.297135	0.285293	0.133953	0.28362	0.2758077	0.8857702
178	0	-3741.279	-3725.612	-15.66674	0.202324	0.1761615	0.2770578	-0.1174261	0.0132786	0.557278	0.0117487	0.00332199	0.397022	0.0173499	0.1525257	0.000208608	0.021253	0.31866	3.65988	0.292799	0.28994	0.138604	0.278656	0.03509953	4.345519
179	1	-3744.693	-3727.495	-17.19747	0.2490171	0.2073772	0.3362476	0.07887928	0.0235508	0.496711	0.00434952	0.0108296	0.454576	0.00998304	0.1092811	0.000679078	0.0381369	0.402636	3.55855	0.299211	0.29513	0.130434	0.275225	0.1881604	0.580787
180	0	-3739.744	-3723.053	-16.69097	0.2151954	0.1875447	0.3685221	0.08229243	0.010029	0.562037	0.0113011	0.00377637	0.400413	0.0124436	0.05864743	0.000335794	0.0269132	0.350377	3.62237	0.300559	0.302203	0.121714	0.275524	0.1409399	0.4161167
181	1	-3743.333	-3726.537	-16.79588	0.2569301	0.2586896	0.2692019	0.08833616	0.0211263	0.507083	0.00423685	0.010549	0.4428	0.0142045	0.1178756	0.00254172	0.0730332	0.519456	3.40497	0.287579	0.305344	0.142798	0.264279	0.2062117	0.571624
182	0	-3740.84	-3724.744	-16.09615	0.2243872	0.1780615	0.3124875	0.1402763	0.00851702	0.555292	0.00693519	0.00208822	0.425804	0.00136383	0.02436774	0.00022682	0.0221544	0.324036	3.65358	0.287657	0.310191	0.131486	0.270666	0.1646441	0.1480026
183	1	-3739.687	-3722.306	-17.38098	0.2582144	0.2210833	0.275723	0.3264096	0.00906876	0.50885	0.0136768	0.00802524	0.44796	0.0124192	0.02820579	0.00102599	0.0467547	0.436419	3.5158	0.314939	0.279914	0.132294	0.272853	0.3546154	0.07953911
184	0	-3735.462	-3720.453	-15.00858	0.2545027	0.2180041	0.2710868	4.054679e-05	0.0208432	0.478193	0.00958715	0.00553214	0.484463	0.00138122	0.05490168	0.000939391	0.0447647	0.428997	3.5253	0.295413	0.30023	0.139483	0.264874	0.05494222	0.999262
185	1	-3741.888	-3726.282	-15.60678	0.2544296	0.2005678	0.3236721	0.01338285	0.00824616	0.515166	0.00519166	0.00807648	0.450821	0.0124985	0.05212304	0.000541685	0.0341037	0.385138	3.58022	0.307728	0.29531	0.130807	0.266155	0.0655059	0.7957
186	0	-3733.699	-3718.145	-15.55353	0.2546904	0.1755631	0.2602069	-0.1068678	0.0124911	0.480049	0.0109357	0.00716816	0.486343	0.00301385	0.1477882	0.000203105	0.0209728	0.31696	3.66186	0.307559	0.298179	0.13478	0.259483	0.04092032	3.611608
