Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
320	-13122.17	-13107.27	-14.89784	0.9024544	0.257239	0.140587	0.225649	0.181003	0.21772	0.128863	0.191564	0.145003	0.117281	0.351947	0.0978932	0.160674	0.19444	0.216279	0.207025	0.356155	0.323124	0.19704	0.247232	0.0824477	0.168252	0.0873597	0.430748	0.0664694	0.0277311	0.212911	0.148693	0.0423647	0.0450739	0.0571204	0.0481553	0.19102	0.12512	0.0235634	0.0683794	0.0631046	0.0899719	0.0546283	0.152451	0.0186951	0.0825933	0.0923744	0.0704135	0.0385168	0.34492	0.0650767	0.0227473	0.488985	0.0397536	0.386905	0.325439	0.37699	0.073223	0.224347	0.117104	0.445332	0.981749	2.45581	6.406359
330	-13125.64	-13109.99	-15.65479	1.041838	0.288526	0.109568	0.209532	0.135617	0.209384	0.130427	0.248686	0.131312	0.188284	0.322031	0.0928687	0.161659	0.19351	0.175166	0.203776	0.308294	0.315112	0.250235	0.204524	0.0938736	0.179785	0.107937	0.543134	0.0730239	0.0184339	0.237666	0.139992	0.0420635	0.0634624	0.0690379	0.0454263	0.241744	0.0938437	0.0375602	0.0267222	0.0367118	0.0891638	0.0372139	0.175985	0.0151961	0.064998	0.131995	0.0385723	0.0385849	0.34553	0.0651919	0.0147864	0.492032	0.0438743	0.386905	0.325439	0.37699	0.073223	0.224347	0.145226	0.488976	1.0066	2.3592	6.482054
340	-13129.73	-13115.52	-14.20839	1.184667	0.2349	0.15763	0.139416	0.163607	0.224839	0.179593	0.237884	0.155581	0.14183	0.326023	0.112924	0.147084	0.18796	0.221929	0.234984	0.312749	0.277705	0.201161	0.224286	0.0682229	0.122306	0.136158	0.486848	0.0745361	0.0283226	0.212458	0.169709	0.0365611	0.0630004	0.0767891	0.0823485	0.168197	0.101367	0.0343399	0.0348309	0.0738479	0.0515285	0.0280027	0.119012	0.018326	0.129196	0.124045	0.015374	0.0449361	0.339856	0.0661456	0.0324321	0.47757	0.0390606	0.386905	0.326384	0.378085	0.0734356	0.222096	0.172264	0.525999	1.02494	2.2768	6.337414
350	-13123.49	-13112.48	-11.01299	0.9579548	0.239022	0.158891	0.182377	0.136207	0.261645	0.10405	0.176567	0.131031	0.149894	0.249872	0.166365	0.113837	0.204659	0.193171	0.144093	0.30634	0.253451	0.201161	0.20961	0.0869126	0.127485	0.0983047	0.385315	0.0726445	0.00560236	0.178208	0.212225	0.0702381	0.0545751	0.0558069	0.0709086	0.14701	0.127284	0.0219748	0.0449111	0.048606	0.0659598	0.0860553	0.157214	0.0738768	0.091564	0.0997729	0.0531768	0.0457349	0.340704	0.0561282	0.0228816	0.497961	0.0365903	0.3851972	0.340854	0.369963	0.0718581	0.217325	0.12849	0.463739	0.992668	2.4151	6.017874
360	-13122.87	-13106.51	-16.36429	0.9432767	0.268949	0.123063	0.175372	0.181513	0.233963	0.133494	0.324753	0.113968	0.175799	0.348127	0.113739	0.13332	0.160734	0.230912	0.196292	0.316136	0.309091	0.249245	0.233777	0.0876322	0.143708	0.0770702	0.494622	0.0626538	0.00579598	0.257505	0.153704	0.0224254	0.0744517	0.0358979	0.0643322	0.241588	0.172998	0.023761	0.0237914	0.0363937	0.0564689	0.0709246	0.138048	0.0146456	0.124493	0.111765	0.036084	0.0423848	0.376918	0.0502147	0.0212055	0.461485	0.0477913	0.3943733	0.340027	0.369066	0.0716838	0.219223	0.125502	0.459012	0.989926	2.42556	6.553004
370	-13122.93	-13102.7	-20.23646	0.8455064	0.236863	0.115583	0.256496	0.165804	0.207297	0.152021	0.275839	0.169698	0.150441	0.381	0.11601	0.192858	0.229867	0.208828	0.206431	0.277378	0.323118	0.229701	0.232843	0.106736	0.196981	0.124605	0.481984	0.0683621	0.0177446	0.244347	0.21647	0.0400941	0.0731827	0.118005	0.092261	0.265269	0.118799	0.0225159	0.0530704	0.0721984	0.0759401	0.0478649	0.112047	0.0269706	0.0811817	0.0948381	0.0606761	0.0375202	0.37941	0.0505466	0.0198805	0.464536	0.0481072	0.3653051	0.348378	0.375494	0.065875	0.210253	0.105199	0.42483	0.968808	2.50116	6.940221
380	-13129.66	-13107.59	-22.07144	0.9515488	0.335337	0.16717	0.182599	0.167022	0.183274	0.164198	0.264343	0.16142	0.131831	0.322179	0.14109	0.187137	0.181344	0.232306	0.224143	0.333004	0.274405	0.224714	0.235556	0.0751625	0.169548	0.131171	0.52097	0.109351	0.0254845	0.218793	0.223836	0.0511388	0.0588833	0.05062	0.0980369	0.36703	0.116426	0.0201272	0.0577974	0.0568669	0.0961467	0.0237024	0.205726	0.0413333	0.1218	0.100405	0.0702911	0.0386761	0.371727	0.0521037	0.0247225	0.478846	0.0339241	0.3593653	0.348378	0.375494	0.065875	0.210253	0.127188	0.461688	0.991484	2.41964	7.123718
390	-13125.18	-13105.29	-19.88634	0.8091256	0.357795	0.171067	0.173557	0.129426	0.197852	0.150186	0.186328	0.20017	0.215035	0.331335	0.151648	0.152072	0.229417	0.213882	0.209213	0.388247	0.254232	0.238369	0.23563	0.101841	0.14312	0.120573	0.501973	0.0764181	0.0309309	0.252831	0.181689	0.0378239	0.0351996	0.0348152	0.124808	0.222577	0.129039	0.0410153	0.0526229	0.0609599	0.0656459	0.0391505	0.121558	0.0426977	0.108007	0.107219	0.0872307	0.0353319	0.368237	0.0579335	0.0244904	0.47435	0.0396573	0.3595647	0.348378	0.375494	0.065875	0.210253	0.0974991	0.410782	0.959452	2.53227	6.905208
400	-13131.73	-13106.41	-25.32578	0.8478651	0.288187	0.147202	0.188511	0.132524	0.260673	0.197834	0.277587	0.175585	0.208902	0.417373	0.094067	0.244019	0.297245	0.235159	0.207335	0.419875	0.316342	0.241458	0.245646	0.0848817	0.194176	0.082312	0.600173	0.0682589	0.0655822	0.144258	0.253173	0.0412676	0.063481	0.0987799	0.0704816	0.209073	0.0861901	0.0289283	0.0242582	0.0894788	0.0619779	0.0499225	0.131607	0.0661971	0.158475	0.110541	0.0701574	0.0332449	0.351888	0.0545115	0.0246399	0.487959	0.0477567	0.3595647	0.348378	0.375494	0.065875	0.210253	0.105696	0.425714	0.969384	2.49921	7.449153
410	-13138.11	-13110.66	-27.44885	0.8599829	0.366667	0.218916	0.236175	0.127115	0.255306	0.158131	0.227362	0.22747	0.134807	0.467874	0.104463	0.226224	0.288515	0.277377	0.209364	0.281852	0.263608	0.241458	0.291132	0.0825765	0.212521	0.131916	0.500174	0.075824	0.0804207	0.235173	0.226707	0.0323133	0.148687	0.0581095	0.0600429	0.210073	0.172148	0.0273374	0.0892082	0.108365	0.0443999	0.0484934	0.162195	0.0288163	0.091936	0.122277	0.10793	0.0286535	0.355437	0.0550613	0.0197299	0.49288	0.0482383	0.3595647	0.35887	0.363805	0.0678591	0.209465	0.108244	0.430208	0.972284	2.48927	7.661459
420	-13133.61	-13105.18	-28.42705	0.7440451	0.367374	0.146534	0.205403	0.143872	0.240103	0.145124	0.352357	0.172441	0.187703	0.428402	0.134149	0.210427	0.215104	0.2494	0.185385	0.376945	0.290855	0.284437	0.292341	0.118307	0.172551	0.112931	0.638624	0.0564423	0.0521236	0.163269	0.179436	0.0434242	0.0781096	0.0575023	0.0502093	0.285598	0.16284	0.0494468	0.0363279	0.0736289	0.0409716	0.0246313	0.311508	0.0243031	0.197312	0.128153	0.0732737	0.0245076	0.356083	0.0580869	0.0163615	0.493776	0.0511856	0.3595647	0.351606	0.375758	0.0615503	0.211086	0.0836103	0.383591	0.940157	2.59264	7.759279
430	-13143.86	-13115.14	-28.71851	0.9427911	0.407446	0.120974	0.250166	0.139598	0.189277	0.172567	0.248577	0.21599	0.153618	0.385607	0.127504	0.159274	0.306898	0.24907	0.24197	0.368541	0.372075	0.214026	0.271465	0.130701	0.184534	0.0671059	0.590695	0.1236	0.0455954	0.334292	0.310386	0.0702561	0.0670469	0.0544791	0.0905994	0.218953	0.105079	0.0368223	0.0430945	0.0827099	0.057586	0.0597064	0.203633	0.0262016	0.0869541	0.110528	0.0932225	0.0286202	0.380263	0.0620314	0.0181711	0.456253	0.0546614	0.3870751	0.356471	0.373726	0.0598589	0.209944	0.125403	0.458854	0.989834	2.42591	7.788425
440	-13123.01	-13104.2	-18.80546	0.8778336	0.227695	0.191442	0.167488	0.142059	0.219629	0.155719	0.280069	0.149604	0.146426	0.345709	0.115632	0.133987	0.201482	0.235396	0.214451	0.325733	0.298177	0.283356	0.261392	0.0994336	0.182705	0.086392	0.434847	0.0704323	0.0963113	0.191431	0.17725	0.0248197	0.0648296	0.0682514	0.0937285	0.221611	0.137775	0.0109053	0.0381165	0.0783837	0.0530534	0.0326097	0.193913	0.0561564	0.122286	0.0813773	0.0850542	0.028651	0.380673	0.052843	0.0263682	0.456745	0.0547203	0.3850394	0.350111	0.382747	0.060943	0.206199	0.111982	0.43668	0.97639	2.47495	6.79712
450	-13132.73	-13110.53	-22.19907	0.8966558	0.333163	0.152604	0.165232	0.132594	0.206355	0.161981	0.280069	0.110992	0.223072	0.430042	0.167386	0.194347	0.275837	0.227268	0.250436	0.3616	0.257296	0.229902	0.212948	0.105288	0.230786	0.138199	0.432592	0.0893922	0.0563762	0.207589	0.200123	0.0642296	0.0624743	0.0719386	0.0330575	0.161675	0.173492	0.0111222	0.0239761	0.0395351	0.0475871	0.0377237	0.212034	0.0535742	0.150802	0.114748	0.0450454	0.0286479	0.380632	0.0528372	0.0263653	0.456695	0.0548231	0.3850394	0.345879	0.378121	0.0602063	0.215794	0.115901	0.443323	0.980518	2.46026	7.136481
460	-13130.91	-13110.16	-20.75131	0.6533843	0.31433	0.207258	0.232535	0.17093	0.227015	0.120641	0.264553	0.166332	0.134896	0.305301	0.1334	0.126674	0.237272	0.218351	0.175949	0.3545	0.242494	0.248914	0.292564	0.11554	0.156349	0.111157	0.562173	0.0506404	0.0248818	0.244219	0.210346	0.0362058	0.0894839	0.0750994	0.1265	0.18207	0.145101	0.0142619	0.0242038	0.103487	0.0876304	0.0314213	0.154135	0.0507652	0.0952636	0.0740115	0.0528479	0.0298522	0.362252	0.0523952	0.0221846	0.485119	0.0481972	0.3736173	0.357268	0.373593	0.0617372	0.207402	0.064273	0.340679	0.906289	2.68876	6.991705
470	-13128.49	-13103.81	-24.67058	0.8150112	0.333479	0.180462	0.231355	0.133391	0.209541	0.136577	0.284866	0.171221	0.155795	0.367606	0.131873	0.138432	0.229868	0.302192	0.224918	0.400878	0.282856	0.231377	0.263753	0.0612692	0.174584	0.0828311	0.570577	0.0883085	0.0259572	0.325191	0.18263	0.0842629	0.115877	0.0828866	0.11243	0.19905	0.152105	0.0193342	0.0347941	0.0810428	0.0754646	0.0861355	0.123098	0.0322772	0.0749837	0.120106	0.0679963	0.0287929	0.349397	0.050536	0.0372008	0.467905	0.066168	0.3736173	0.357221	0.373544	0.0618602	0.207375	0.0987488	0.413108	0.961029	2.52711	7.383633
480	-13130.27	-13114.33	-15.93931	0.779777	0.332699	0.138065	0.13388	0.145214	0.204858	0.176119	0.222885	0.20216	0.120385	0.29001	0.104387	0.148849	0.181387	0.302192	0.182286	0.306765	0.23179	0.276372	0.212383	0.0691954	0.141562	0.111676	0.475892	0.0848115	0.0401394	0.243949	0.179469	0.0277089	0.0922741	0.0536194	0.0622607	0.148786	0.108251	0.022131	0.0514265	0.0547561	0.0576113	0.0568624	0.156896	0.0344877	0.175197	0.133399	0.0154573	0.0280541	0.349824	0.0505976	0.0259907	0.468476	0.0770581	0.3765695	0.358335	0.374709	0.0620532	0.204902	0.0912488	0.398863	0.95119	2.5587	6.510505
490	-13136.1	-13113.61	-22.49629	0.7227085	0.331097	0.094149	0.200765	0.147846	0.216454	0.161493	0.193476	0.133653	0.155242	0.326471	0.118526	0.138598	0.226671	0.312497	0.278008	0.310689	0.270373	0.258187	0.21527	0.104916	0.15415	0.0854945	0.679871	0.07848	0.0530801	0.16822	0.208425	0.062348	0.063277	0.147966	0.0909369	0.278793	0.16382	0.0506069	0.0284283	0.0475709	0.0761993	0.129087	0.118728	0.0194297	0.178072	0.0711914	0.0176473	0.0248095	0.404991	0.0463747	0.0238215	0.429376	0.0706267	0.3765695	0.369854	0.368444	0.0602257	0.201476	0.0790439	0.37405	0.933001	2.6139	7.166203
500	-13139.9	-13106.16	-33.73475	0.7436623	0.397048	0.14873	0.237414	0.141819	0.230532	0.116019	0.324688	0.136642	0.17188	0.388685	0.131655	0.1431	0.237092	0.409886	0.201771	0.360097	0.396133	0.276514	0.290803	0.0938585	0.218993	0.144024	0.609504	0.0829922	0.0962838	0.247672	0.256192	0.0443949	0.109033	0.0996311	0.0441407	0.257996	0.168851	0.0257542	0.058782	0.123946	0.0666415	0.120696	0.286324	0.00828281	0.164936	0.151582	0.0690285	0.0195428	0.413715	0.0462046	0.0208418	0.438624	0.0610718	0.3765695	0.369854	0.368444	0.0602257	0.201476	0.0835284	0.383423	0.940033	2.59302	8.290049
510	-13133	-13097.64	-35.36334	0.7956333	0.369354	0.16339	0.206367	0.204002	0.292871	0.219783	0.272713	0.179959	0.156599	0.388685	0.150569	0.203708	0.321184	0.360852	0.301087	0.476305	0.29198	0.238086	0.280143	0.116643	0.191151	0.118137	0.595498	0.103084	0.065631	0.347302	0.28073	0.0450266	0.104569	0.0525344	0.0450086	0.252951	0.19729	0.023278	0.0437971	0.0914143	0.026472	0.0709868	0.239514	0.0102303	0.185335	0.142917	0.0257703	0.0209483	0.365867	0.0499909	0.0225496	0.474567	0.0660763	0.3765695	0.369854	0.368444	0.0602257	0.201476	0.0946292	0.40537	0.955738	2.54426	8.452909
520	-13129.99	-13102.16	-27.83011	0.724645	0.322578	0.165957	0.264167	0.151051	0.251404	0.192465	0.24864	0.156435	0.202323	0.344838	0.131702	0.14494	0.241744	0.265127	0.202755	0.404617	0.384339	0.223714	0.284029	0.077003	0.136759	0.130752	0.570201	0.111015	0.090212	0.269084	0.268874	0.0494502	0.0871311	0.0623618	0.077858	0.200493	0.241847	0.0483132	0.0370938	0.0934791	0.0351958	0.0583643	0.213215	0.00999132	0.0874941	0.136598	0.0239764	0.0216693	0.37846	0.0577972	0.0193889	0.475149	0.0475359	0.3765695	0.369854	0.368444	0.0602257	0.201476	0.0794583	0.37493	0.93367	2.61194	7.699586
530	-13124.18	-13101.21	-22.96519	0.7905962	0.296859	0.167158	0.206895	0.150418	0.226727	0.166929	0.249459	0.11322	0.166555	0.359687	0.150053	0.161773	0.250982	0.297263	0.251908	0.314835	0.31021	0.197045	0.23821	0.0979957	0.142424	0.125998	0.557598	0.0504393	0.05121	0.249342	0.267019	0.0280058	0.0570886	0.0650817	0.05709	0.198305	0.196705	0.0291193	0.0539087	0.0741483	0.0370111	0.100979	0.222359	0.0375334	0.119119	0.0807391	0.0376915	0.0201575	0.366969	0.066555	0.0395036	0.460722	0.0460926	0.3765695	0.356395	0.372876	0.0668288	0.2039	0.0935562	0.40332	0.954315	2.54881	7.213093
540	-13130.27	-13112.69	-17.5814	0.8388239	0.310558	0.176342	0.209119	0.127547	0.193122	0.182435	0.262289	0.0889033	0.128915	0.318277	0.158563	0.107386	0.2478	0.202406	0.202038	0.369851	0.240985	0.237343	0.217835	0.0975386	0.0859559	0.103088	0.529419	0.0722946	0.0355367	0.168405	0.243532	0.02244	0.0470432	0.0732783	0.0677356	0.175338	0.181214	0.0583466	0.0422049	0.0763564	0.0506496	0.0458052	0.152916	0.0260592	0.103702	0.13483	0.0993138	0.0229086	0.375713	0.0672106	0.0220513	0.46557	0.0465466	0.3765695	0.356395	0.372876	0.0668288	0.2039	0.103789	0.422307	0.967158	2.50675	6.674715
550	-13126.03	-13107.73	-18.30394	0.77326	0.310558	0.132705	0.20641	0.125482	0.230575	0.137061	0.237841	0.165018	0.132139	0.328525	0.11655	0.141525	0.157453	0.241454	0.234869	0.270872	0.273629	0.215228	0.248275	0.135792	0.151532	0.0869312	0.565866	0.0994934	0.0337716	0.201863	0.292749	0.0535183	0.0551793	0.0479021	0.0682515	0.263263	0.122444	0.0481458	0.023972	0.102373	0.0284002	0.0493192	0.123914	0.0165872	0.0764153	0.109478	0.0836385	0.0374951	0.391528	0.0533599	0.0203373	0.453589	0.0436909	0.366865	0.3291	0.38869	0.0696629	0.212547	0.0898574	0.396141	0.949261	2.56474	6.746969
560	-13124.58	-13105.48	-19.10414	0.8497036	0.362569	0.176811	0.172158	0.118874	0.217107	0.152375	0.216153	0.153206	0.182994	0.39722	0.11479	0.156806	0.243653	0.205804	0.197637	0.38228	0.261369	0.204108	0.215662	0.10521	0.164349	0.104252	0.513086	0.0610107	0.0268409	0.239564	0.191602	0.0638763	0.0892708	0.0547785	0.0927276	0.257273	0.113877	0.0207868	0.034745	0.0780472	0.0510361	0.0397178	0.132287	0.0453753	0.047846	0.0967413	0.0711142	0.0417156	0.359385	0.0593662	0.0226265	0.468297	0.0486088	0.366865	0.3291	0.38869	0.0696629	0.212547	0.106083	0.426401	0.96983	2.49769	6.826989
570	-13132.73	-13116.17	-16.55975	0.8741529	0.252037	0.12161	0.180574	0.104495	0.189935	0.202696	0.22314	0.121951	0.182994	0.39722	0.109019	0.16551	0.192754	0.209173	0.2081	0.359275	0.20183	0.203943	0.231367	0.0770966	0.150983	0.0978508	0.516325	0.0931642	0.0321009	0.192758	0.166818	0.0331247	0.0745199	0.0895521	0.116689	0.234797	0.0895118	0.0293444	0.0741978	0.0720102	0.0230646	0.0919677	0.14655	0.0410219	0.0613989	0.134904	0.0751757	0.0446143	0.36181	0.0478046	0.0209748	0.471457	0.0533394	0.366865	0.330035	0.389794	0.0670206	0.213151	0.111212	0.43536	0.975559	2.47787	6.572549
580	-13131.99	-13106.69	-25.30255	0.8114792	0.309505	0.171329	0.219322	0.111693	0.172648	0.145388	0.327095	0.205642	0.126856	0.373911	0.0990191	0.17987	0.264024	0.212176	0.263042	0.406675	0.31977	0.272333	0.277998	0.116429	0.163501	0.130355	0.523657	0.0712109	0.0213712	0.268401	0.155662	0.0482112	0.0593289	0.0493751	0.129189	0.271024	0.215803	0.0161998	0.0716108	0.0559828	0.0583517	0.0624094	0.169083	0.040726	0.134012	0.0855235	0.0711144	0.0407786	0.380719	0.0479852	0.0204103	0.473238	0.0368693	0.3506134	0.330454	0.390289	0.0658362	0.213421	0.097999	0.411715	0.960086	2.5302	7.446829
590	-13128.42	-13111.37	-17.05099	0.8785255	0.282566	0.164053	0.191996	0.13636	0.162187	0.164206	0.220258	0.150796	0.200511	0.385491	0.119517	0.140533	0.263462	0.228118	0.214014	0.239133	0.308046	0.170104	0.221232	0.0907444	0.146299	0.110132	0.49463	0.0580576	0.0155259	0.180418	0.239034	0.0302738	0.0556177	0.0654367	0.062779	0.248913	0.149324	0.00309737	0.0979938	0.0961505	0.0602496	0.0414279	0.140121	0.0254915	0.0793062	0.116609	0.0514567	0.0397703	0.371305	0.0658126	0.0211789	0.461536	0.0403966	0.3413202	0.330454	0.390289	0.0658362	0.213421	0.112126	0.436928	0.976545	2.4744	6.621673
600	-13133.45	-13118.02	-15.43329	0.8929994	0.304839	0.129645	0.182067	0.161319	0.158826	0.167085	0.28665	0.193833	0.176087	0.25301	0.122313	0.172624	0.174031	0.287197	0.232807	0.294072	0.233541	0.1578	0.219124	0.0719445	0.147074	0.139799	0.49298	0.074981	0.0239719	0.172933	0.16676	0.0493091	0.0620552	0.0902149	0.0950579	0.180683	0.16131	0.00246626	0.0588132	0.0779414	0.0529314	0.0532159	0.152171	0.0353073	0.0528093	0.0883753	0.0499304	0.039545	0.369202	0.0676814	0.0244815	0.458922	0.0401678	0.354267	0.330327	0.390139	0.0661954	0.213339	0.115141	0.442047	0.979731	2.46308	6.459904
610	-13127.96	-13110.11	-17.85247	0.7888673	0.327577	0.149049	0.229237	0.106755	0.250603	0.155537	0.203153	0.198211	0.151361	0.323035	0.0987512	0.169694	0.231868	0.241174	0.218593	0.348587	0.267801	0.187884	0.206917	0.116475	0.121834	0.0843001	0.472461	0.0631497	0.0127333	0.306702	0.205662	0.0369293	0.0629371	0.0705079	0.0664073	0.180395	0.195166	0.0109352	0.0275032	0.0565509	0.0506701	0.0623409	0.189252	0.0344726	0.079601	0.101959	0.0270904	0.0372126	0.412362	0.0622947	0.0184776	0.431854	0.0377987	0.354267	0.330327	0.390139	0.0661954	0.213339	0.0931877	0.402613	0.953822	2.55038	6.701822
620	-13137.94	-13114.96	-22.9801	0.9400272	0.327577	0.113126	0.194395	0.116858	0.212382	0.186288	0.335769	0.166768	0.110022	0.407411	0.0997645	0.17506	0.248467	0.272803	0.222885	0.363386	0.305807	0.25553	0.260462	0.136254	0.156955	0.117049	0.475003	0.133637	0.0590115	0.206853	0.160826	0.0653662	0.0767096	0.0602201	0.0736303	0.200974	0.168002	0.0452969	0.0251113	0.0520401	0.0424738	0.095164	0.177794	0.0347928	0.124322	0.0984426	0.0538951	0.0373032	0.391593	0.0621359	0.0322437	0.430753	0.0459712	0.3719924	0.334	0.383357	0.0669315	0.215711	0.124838	0.457952	0.989306	2.4279	7.214584
630	-13127.55	-13107.32	-20.22984	0.9284051	0.240268	0.171805	0.194533	0.145531	0.202678	0.152789	0.254471	0.150283	0.155134	0.294195	0.0867721	0.219671	0.212301	0.268592	0.222885	0.283624	0.265294	0.237449	0.25785	0.132836	0.179434	0.133099	0.586787	0.114573	0.0440411	0.197542	0.213782	0.0556046	0.0704661	0.0513285	0.0593381	0.214832	0.155793	0.026084	0.0253338	0.0768145	0.074244	0.0556714	0.199239	0.0283542	0.0799141	0.0984005	0.049924	0.0317903	0.341637	0.0602865	0.0224226	0.479751	0.0641123	0.3959656	0.342344	0.367952	0.0686035	0.2211	0.122457	0.454121	0.987044	2.43638	6.939559
640	-13138.71	-13120.89	-17.82749	0.7972845	0.287581	0.131103	0.162465	0.131694	0.247743	0.148428	0.247437	0.154239	0.125042	0.331236	0.0531128	0.217259	0.235826	0.236863	0.20592	0.281622	0.276365	0.170904	0.300457	0.0972717	0.193605	0.0998741	0.429048	0.0718945	0.0229896	0.192159	0.310166	0.0164766	0.0504415	0.0620604	0.0356311	0.242964	0.189441	0.0314491	0.016347	0.0790547	0.125663	0.0682418	0.135361	0.0386828	0.109253	0.0765467	0.0594073	0.0324103	0.37989	0.0568287	0.0182016	0.452234	0.0604351	0.4043309	0.342344	0.367952	0.0686035	0.2211	0.0949808	0.406038	0.9562	2.54278	6.699324
650	-13132.17	-13118.4	-13.76711	0.9846044	0.258711	0.154071	0.152989	0.104209	0.214788	0.127855	0.172069	0.0932903	0.172016	0.308365	0.104267	0.155472	0.206035	0.218628	0.218359	0.275674	0.208711	0.225034	0.250251	0.0757043	0.186243	0.0841725	0.559625	0.08762	0.0117349	0.217463	0.155448	0.0166169	0.064722	0.081723	0.0668628	0.256424	0.0946738	0.0467628	0.0241517	0.0506786	0.0432295	0.0599869	0.177591	0.0417803	0.111374	0.108964	0.0489407	0.0330562	0.370818	0.0616255	0.0169218	0.461247	0.0563319	0.4043309	0.334512	0.386496	0.0670341	0.211958	0.133872	0.472075	0.997401	2.39665	6.293286
660	-13135.57	-13119.15	-16.41765	1.054346	0.341323	0.180108	0.180518	0.131407	0.16091	0.170638	0.186593	0.130961	0.185975	0.397751	0.112513	0.140157	0.212307	0.164499	0.223538	0.350209	0.304279	0.221866	0.289657	0.0765835	0.157467	0.0996841	0.502453	0.0667656	0.0120349	0.181529	0.195801	0.0199154	0.0865582	0.0219998	0.0459714	0.198793	0.116474	0.0411158	0.0207051	0.0609675	0.050461	0.0717009	0.196649	0.0113264	0.0744772	0.12304	0.0406568	0.0339262	0.380577	0.0632473	0.0173672	0.473386	0.0314966	0.4043309	0.341622	0.382367	0.066318	0.209694	0.147668	0.492499	1.00845	2.35138	6.558339
670	-13130.99	-13112.38	-18.60752	0.9197459	0.359496	0.178676	0.206757	0.127456	0.254552	0.130766	0.264543	0.171356	0.159873	0.311119	0.087772	0.12485	0.22053	0.221828	0.189321	0.294066	0.315434	0.21404	0.224366	0.0937413	0.140804	0.0741126	0.558275	0.057259	0.00927286	0.160067	0.204385	0.106291	0.071177	0.0297815	0.06263	0.201296	0.198518	0.0460208	0.0339552	0.0743864	0.067602	0.0471214	0.185393	0.0037903	0.134208	0.120565	0.0398744	0.0331817	0.381764	0.0570173	0.0169029	0.47403	0.0371038	0.348096	0.344328	0.380795	0.0660454	0.208832	0.120676	0.451225	0.985316	2.44278	6.777326
680	-13139.59	-13114.26	-25.33466	0.7925781	0.459181	0.155989	0.217343	0.155339	0.292562	0.112309	0.356297	0.147349	0.134351	0.334929	0.171836	0.131043	0.277263	0.296479	0.221024	0.332989	0.392974	0.243595	0.233447	0.11192	0.16864	0.0899244	0.428402	0.0533865	0.0312493	0.145158	0.198632	0.0857636	0.063159	0.0376654	0.0872838	0.24748	0.208785	0.0378415	0.0792516	0.0764941	0.0576001	0.115125	0.183222	0.0132413	0.0757189	0.12065	0.0671453	0.0323602	0.371095	0.0556057	0.0167687	0.462294	0.0618762	0.348096	0.351067	0.376933	0.0652861	0.206714	0.0939785	0.404129	0.954877	2.54702	7.450041
690	-13128.45	-13101.27	-27.17978	0.7897605	0.350028	0.121461	0.171826	0.174191	0.244174	0.158455	0.265037	0.120839	0.205486	0.414325	0.121173	0.194753	0.270413	0.329855	0.1842	0.374084	0.311618	0.22906	0.247072	0.0982346	0.190052	0.125603	0.471176	0.07594	0.0390941	0.266566	0.298424	0.0278046	0.102228	0.164891	0.105089	0.183897	0.188324	0.0485762	0.0345431	0.0911618	0.0823978	0.0607908	0.174054	0.0041745	0.106668	0.12528	0.0815321	0.0260976	0.365788	0.0578179	0.0240945	0.472484	0.0537178	0.348096	0.350722	0.377545	0.0652219	0.206511	0.0933781	0.402979	0.954077	2.54957	7.634553
700	-13145.88	-13108.82	-37.06292	0.7027861	0.376226	0.134127	0.219344	0.187284	0.220621	0.240015	0.256271	0.233136	0.231509	0.446598	0.175904	0.160753	0.300569	0.251229	0.279898	0.411377	0.315733	0.303873	0.315414	0.0770199	0.217173	0.13697	0.575756	0.122587	0.0896167	0.295813	0.220698	0.0152413	0.143029	0.0954494	0.0991398	0.408889	0.143716	0.0206419	0.053928	0.12135	0.112821	0.0805453	0.198821	0.00927266	0.0797161	0.123132	0.121657	0.0292235	0.313772	0.0647432	0.0272333	0.529078	0.0359501	0.348096	0.348448	0.378867	0.0654503	0.207234	0.0747835	0.364842	0.925896	2.63448	8.622866
710	-13142.78	-13108.05	-34.73092	0.7543722	0.361663	0.13133	0.241727	0.20276	0.2584	0.199721	0.289378	0.218791	0.172081	0.373486	0.171783	0.181367	0.307348	0.301777	0.188578	0.469155	0.34201	0.24217	0.322638	0.0939247	0.134616	0.177248	0.546813	0.105298	0.0830861	0.27361	0.327942	0.058329	0.0749494	0.101333	0.0316007	0.293451	0.103886	0.0164999	0.109585	0.121444	0.0870011	0.124688	0.223044	0.00432027	0.138243	0.119217	0.0633748	0.0259989	0.318542	0.0657274	0.024128	0.53712	0.0284839	0.3210654	0.348448	0.378867	0.0654503	0.207234	0.0858199	0.388094	0.943463	2.58262	8.389666
